[frequency (THz)]	[signal]	[dc signal]	[interferogram phase (rad)]	[linear phase (rad)]
761.315	159.760	179.946	341.222	341.672
761.253	155.576	187.586	341.784	342.163
761.191	69.528	195.035	342.345	342.654
761.129	91.141	202.217	342.907	343.144
761.067	126.072	209.058	343.470	343.635
761.005	130.728	215.495	344.037	344.126
760.943	153.654	221.475	344.609	344.617
760.881	154.752	226.955	345.187	345.107
760.819	151.750	231.914	345.773	345.599
760.757	164.186	236.348	346.369	346.089
760.695	145.025	240.277	346.976	346.580
760.633	111.594	243.752	347.597	347.071
760.570	113.552	246.849	348.232	347.562
760.508	174.161	249.664	348.878	348.052
760.446	203.247	252.299	349.534	348.543
760.384	174.761	254.839	350.194	349.034
760.322	147.877	257.329	350.850	349.525
760.260	190.984	259.767	351.497	350.016
760.198	168.263	262.106	352.130	350.507
760.136	71.062	264.274	352.748	350.997
760.074	135.263	266.191	353.350	351.488
760.012	184.562	267.782	353.938	351.979
759.950	150.664	268.986	354.513	352.470
759.888	145.365	269.759	355.077	352.960
759.825	151.447	270.072	355.631	353.452
759.763	150.664	269.914	356.177	353.942
759.701	159.461	269.288	356.715	354.433
759.639	218.326	268.213	357.248	354.924
759.577	296.299	266.719	357.774	355.415
759.515	311.291	264.850	358.296	355.905
759.453	225.409	262.662	358.812	356.396
759.391	228.181	260.222	359.324	356.887
759.329	314.739	257.610	359.830	357.378
759.267	330.999	254.916	360.332	357.869
759.205	208.208	252.244	360.828	358.360
759.143	139.149	249.711	361.318	358.850
759.081	198.491	247.452	361.801	359.341
759.018	216.205	245.623	362.274	359.832
758.956	212.067	244.415	362.736	360.323
758.894	246.657	244.063	363.183	360.813
758.832	309.064	244.884	363.609	361.305
758.770	274.027	247.324	364.007	361.795
758.708	263.411	252.048	364.367	362.286
758.646	365.776	260.063	364.677	362.777
758.584	452.439	272.782	364.935	363.268
758.522	467.248	291.790	365.161	363.758
758.460	430.307	318.176	365.395	364.249
758.398	397.189	352.086	365.671	364.740
758.336	392.560	393.052	365.999	365.231
758.273	367.952	440.526	366.371	365.722
758.211	301.491	494.110	366.775	366.212
758.149	261.331	553.561	367.202	366.703
758.087	281.782	618.738	367.646	367.194
758.025	376.237	689.561	368.102	367.685
757.963	512.969	765.977	368.566	368.176
757.901	577.987	847.944	369.037	368.666
757.839	669.090	935.418	369.513	369.157
757.777	860.937	1028.350	369.992	369.648
757.715	1013.253	1126.679	370.475	370.139
757.653	1111.614	1230.331	370.959	370.630
757.591	1088.074	1339.218	371.445	371.120
757.529	885.484	1453.239	371.933	371.611
757.466	731.241	1572.275	372.421	372.102
757.404	648.620	1696.199	372.911	372.593
757.342	561.015	1824.867	373.401	373.083
757.280	496.527	1958.126	373.891	373.575
757.218	626.288	2095.811	374.382	374.065
757.156	974.922	2237.752	374.873	374.556
757.094	1380.560	2383.768	375.364	375.047
757.032	1705.329	2533.677	375.856	375.538
756.970	2148.505	2687.291	376.347	376.029
756.908	2670.056	2844.422	376.838	376.519
756.846	2724.580	3004.882	377.329	377.010
756.784	2566.123	3168.487	377.820	377.501
756.721	2299.786	3335.054	378.311	377.992
756.659	1790.242	3504.411	378.802	378.483
756.597	1288.955	3676.391	379.292	378.973
756.535	974.646	3850.837	379.783	379.464
756.473	968.412	4027.605	380.272	379.955
756.411	1356.779	4206.561	380.762	380.446
756.349	1954.725	4387.588	381.251	380.936
756.287	2837.175	4570.585	381.741	381.428
756.225	4038.869	4755.463	382.229	381.918
756.163	4873.728	4942.156	382.718	382.409
756.101	5258.137	5130.612	383.206	382.900
756.039	5278.938	5320.798	383.694	383.391
755.976	4837.042	5512.701	384.181	383.882
755.914	4104.385	5706.326	384.668	384.372
755.852	3147.590	5901.696	385.155	384.863
755.790	2090.504	6098.851	385.642	385.354
755.728	1422.545	6297.851	386.128	385.845
755.666	1314.538	6498.770	386.614	386.336
755.604	1864.252	6701.697	387.100	386.826
755.542	3122.640	6906.738	387.585	387.317
755.480	4600.667	7114.007	388.070	387.808
755.418	5979.738	7323.634	388.555	388.299
755.356	7148.658	7535.754	389.040	388.789
755.294	7957.282	7750.512	389.524	389.281
755.232	7873.233	7968.057	390.009	389.771
755.169	6899.125	8188.541	390.493	390.262
755.107	5588.460	8412.120	390.977	390.753
755.045	4070.950	8638.945	391.461	391.244
754.983	2657.288	8869.167	391.945	391.735
754.921	1792.858	9102.932	392.428	392.225
754.859	1796.525	9340.379	392.912	392.716
754.797	2618.466	9581.636	393.396	393.207
754.735	4163.212	9826.824	393.879	393.698
754.673	6275.216	10076.050	394.363	394.189
754.611	8477.561	10329.408	394.846	394.679
754.549	10048.257	10586.979	395.330	395.170
754.487	10772.394	10848.825	395.814	395.661
754.424	10915.739	11114.994	396.297	396.152
754.362	9721.021	11385.518	396.781	396.642
754.300	7410.084	11660.410	397.265	397.133
754.238	5032.857	11939.667	397.749	397.624
754.176	3368.214	12223.267	398.233	398.115
754.114	2342.799	12511.175	398.717	398.606
754.052	2261.234	12803.336	399.201	399.096
753.990	3675.697	13099.684	399.686	399.588
753.928	5886.123	13400.137	400.170	400.078
753.866	8613.159	13704.602	400.655	400.569
753.804	11490.312	14012.974	401.139	401.060
753.742	13634.997	14325.139	401.624	401.551
753.680	14566.788	14640.979	402.109	402.041
753.617	13972.135	14960.367	402.595	402.532
753.555	12000.406	15283.177	403.080	403.023
753.493	9571.357	15609.279	403.566	403.514
753.431	6761.509	15938.548	404.051	404.005
753.369	4149.391	16270.862	404.537	404.495
753.307	2872.406	16606.107	405.023	404.986
753.245	2911.522	16944.176	405.509	405.477
753.183	4515.838	17284.975	405.995	405.968
753.121	7509.140	17628.423	406.482	406.459
753.059	10886.398	17974.457	406.968	406.949
752.997	14821.780	18323.028	407.455	407.441
752.935	17692.017	18674.111	407.942	407.931
752.872	18021.381	19027.700	408.429	408.422
752.810	17790.047	19383.812	408.916	408.913
752.748	15699.668	19742.488	409.403	409.404
752.686	11815.493	20103.795	409.890	409.894
752.624	8481.126	20467.824	410.378	410.385
752.562	5379.696	20834.694	410.865	410.876
752.500	3357.714	21204.550	411.353	411.367
752.438	3554.132	21577.561	411.841	411.858
752.376	5947.667	21953.923	412.328	412.348
752.314	9895.422	22333.856	412.816	412.839
752.252	14622.867	22717.604	413.305	413.330
752.190	19226.170	23105.432	413.793	413.821
752.128	22598.083	23497.625	414.281	414.312
752.065	24432.568	23894.486	414.770	414.802
752.003	24025.676	24296.334	415.258	415.294
751.941	20706.813	24703.500	415.747	415.784
751.879	15813.373	25116.324	416.236	416.275
751.817	10713.321	25535.155	416.725	416.766
751.755	6528.004	25960.343	417.214	417.257
751.693	4294.721	26392.238	417.703	417.747
751.631	4914.500	26831.187	418.193	418.238
751.569	8451.638	27277.528	418.682	418.729
751.507	13973.330	27731.586	419.172	419.220
751.445	19960.656	28193.673	419.662	419.711
751.383	25777.036	28664.079	420.152	420.201
751.320	29698.519	29143.071	420.642	420.692
751.258	30041.714	29630.887	421.132	421.183
751.196	27906.124	30127.736	421.622	421.674
751.134	23315.491	30633.790	422.113	422.165
751.072	16978.736	31149.182	422.604	422.655
751.010	10862.533	31674.003	423.094	423.147
750.948	6466.909	32208.301	423.585	423.637
750.886	4921.765	32752.073	424.076	424.128
750.824	6893.750	33305.268	424.568	424.619
750.762	12035.569	33867.781	425.059	425.110
750.700	18261.619	34439.454	425.551	425.600
750.638	25340.330	35020.072	426.042	426.091
750.576	32190.820	35609.364	426.534	426.582
750.513	34793.745	36207.000	427.026	427.073
750.451	34521.243	36812.594	427.518	427.564
750.389	31967.251	37425.702	428.010	428.054
750.327	26230.187	38045.823	428.502	428.545
750.265	18245.575	38672.399	428.995	429.036
750.203	11422.039	39304.821	429.487	429.527
750.141	7418.984	39942.426	429.980	430.017
750.079	6013.798	40584.499	430.472	430.508
750.017	8748.495	41230.281	430.965	430.999
749.955	14695.668	41878.969	431.458	431.490
749.893	22851.204	42529.718	431.951	431.981
749.831	32443.114	43181.648	432.444	432.471
749.768	39220.753	43833.846	432.937	432.962
749.706	42654.344	44485.372	433.430	433.453
749.644	43307.026	45135.264	433.923	433.944
749.582	39657.861	45782.539	434.416	434.435
749.520	31363.772	46426.206	434.909	434.925
749.458	21479.505	47065.263	435.402	435.417
749.396	13477.355	47698.708	435.895	435.907
749.334	8122.575	48325.542	436.389	436.398
749.272	7814.730	48944.775	436.882	436.889
749.210	12231.913	49555.431	437.375	437.380
749.148	19935.816	50156.555	437.868	437.870
749.086	31560.018	50747.217	438.361	438.361
749.023	41994.968	51326.517	438.854	438.852
748.961	49430.678	51893.590	439.347	439.343
748.899	54451.459	52447.611	439.841	439.834
748.837	51849.327	52987.799	440.333	440.324
748.775	43657.090	53513.420	440.826	440.815
748.713	33204.933	54023.793	441.319	441.306
748.651	22016.824	54518.292	441.812	441.797
748.589	13120.668	54996.349	442.305	442.288
748.527	8469.042	55457.455	442.797	442.778
748.465	9434.425	55901.162	443.290	443.270
748.403	16600.115	56327.089	443.782	443.760
748.341	27771.414	56734.916	444.275	444.251
748.279	39981.061	57124.388	444.767	444.742
748.216	50244.625	57495.316	445.259	445.233
748.154	56204.348	57847.574	445.751	445.723
748.092	57591.280	58181.099	446.243	446.214
748.030	53884.742	58495.887	446.735	446.705
747.968	45063.882	58791.996	447.226	447.196
747.906	32942.956	59069.537	447.718	447.687
747.844	21279.846	59328.676	448.209	448.177
747.782	12500.970	59569.627	448.700	448.668
747.720	8398.777	59792.650	449.191	449.159
747.658	10896.723	59998.046	449.682	449.650
747.596	19262.784	60186.153	450.173	450.141
747.534	31002.689	60357.340	450.664	450.631
747.471	43084.720	60512.002	451.154	451.123
747.409	52965.138	60650.555	451.645	451.613
747.347	59094.716	60773.431	452.135	452.104
747.285	59566.433	60881.072	452.625	452.595
747.223	53810.807	60973.922	453.115	453.086
747.161	44294.992	61052.426	453.605	453.576
747.099	31711.736	61117.020	454.095	454.067
747.037	19339.857	61168.130	454.585	454.558
746.975	11544.199	61206.161	455.074	455.049
746.913	8909.870	61231.496	455.564	455.540
746.851	11849.982	61244.492	456.053	456.030
746.789	20370.593	61245.471	456.542	456.521
746.727	33187.553	61234.720	457.031	457.012
746.664	46884.269	61212.487	457.520	457.503
746.602	55862.781	61178.974	458.009	457.994
746.540	58896.801	61134.339	458.498	458.484
746.478	58207.038	61078.691	458.987	458.975
746.416	52984.440	61012.089	459.476	459.466
746.354	42124.316	60934.541	459.965	459.957
746.292	28620.837	60846.002	460.454	460.448
746.230	17531.541	60746.376	460.943	460.938
746.168	10023.899	60635.517	461.431	461.429
746.106	8020.192	60513.226	461.920	461.920
746.044	12534.960	60379.260	462.409	462.411
745.982	22391.673	60233.325	462.898	462.901
745.919	34712.160	60075.087	463.387	463.393
745.857	46407.295	59904.171	463.875	463.883
745.795	55265.254	59720.167	464.364	464.374
745.733	59544.989	59522.631	464.853	464.865
745.671	57545.179	59311.094	465.342	465.356
745.609	50378.839	59085.063	465.831	465.846
745.547	39616.983	58844.029	466.321	466.337
745.485	26952.978	58587.471	466.810	466.828
745.423	15939.345	58314.863	467.299	467.319
745.361	9198.696	58025.680	467.789	467.810
745.299	8151.580	57719.400	468.278	468.301
745.237	12769.691	57395.517	468.768	468.791
745.174	21642.720	57053.541	469.257	469.282
745.112	33527.284	56693.008	469.747	469.773
745.050	45190.686	56313.482	470.237	470.264
744.988	52652.565	55914.565	470.727	470.754
744.926	55131.874	55495.898	471.217	471.246
744.864	52867.979	55057.169	471.707	471.736
744.802	45547.969	54598.119	472.198	472.227
744.740	33806.807	54118.542	472.688	472.718
744.678	21660.468	53618.292	473.179	473.209
744.616	12338.804	53097.288	473.669	473.699
744.554	7468.131	52555.514	474.160	474.190
744.492	7688.002	51993.024	474.651	474.681
744.430	13254.180	51409.941	475.142	475.172
744.367	22315.394	50806.464	475.633	475.663
744.305	32911.388	50182.865	476.124	476.154
744.243	42660.654	49539.491	476.615	476.644
744.181	47857.661	48876.761	477.107	477.135
744.119	47712.435	48195.172	477.598	477.626
744.057	43740.416	47495.291	478.090	478.117
743.995	36788.573	46777.758	478.581	478.607
743.933	25938.871	46043.283	479.073	479.099
743.871	16015.590	45292.640	479.565	479.589
743.809	9252.731	44526.670	480.057	480.080
743.747	5859.365	43746.271	480.548	480.571
743.685	7107.678	42952.400	481.040	481.062
743.622	12475.038	42146.064	481.532	481.552
743.560	19807.211	41328.317	482.025	482.043
743.498	27261.400	40500.257	482.517	482.534
743.436	33965.610	39663.018	483.009	483.025
743.374	37432.813	38817.765	483.501	483.516
743.312	37766.604	37965.690	483.993	484.007
743.250	34289.128	37108.004	484.486	484.497
743.188	25527.823	36245.933	484.978	484.988
743.126	17734.046	35380.710	485.471	485.479
743.064	11290.309	34513.574	485.963	485.970
743.002	5974.836	33645.756	486.455	486.460
742.940	4313.569	32778.481	486.948	486.952
742.878	5800.121	31912.957	487.440	487.442
742.815	9900.011	31050.372	487.933	487.933
742.753	15308.553	30191.890	488.425	488.424
742.691	20456.275	29338.641	488.918	488.914
742.629	25252.674	28491.723	489.411	489.405
742.567	27211.513	27652.192	489.903	489.896
742.505	25961.130	26821.058	490.396	490.387
742.443	22885.578	25999.288	490.889	490.877
742.381	17456.178	25187.792	491.381	491.369
742.319	11731.753	24387.430	491.874	491.859
742.257	7042.190	23599.002	492.367	492.350
742.195	3892.282	22823.252	492.859	492.841
742.133	3279.903	22060.861	493.352	493.332
742.070	4607.067	21312.448	493.845	493.823
742.008	7574.480	20578.570	494.338	494.313
741.946	11652.455	19859.719	494.831	494.804
741.884	15298.105	19156.327	495.324	495.295
741.822	17661.687	18468.760	495.817	495.786
741.760	18278.710	17797.323	496.310	496.277
741.698	16916.755	17142.260	496.804	496.767
741.636	13800.736	16503.756	497.297	497.258
741.574	10115.594	15881.940	497.791	497.749
741.512	6580.685	15276.884	498.285	498.240
741.450	3882.603	14688.608	498.779	498.730
741.388	2601.426	14117.083	499.273	499.222
741.326	2532.140	13562.233	499.768	499.712
741.263	3740.488	13023.939	500.262	500.203
741.201	5875.809	12502.042	500.757	500.694
741.139	8114.471	11996.346	501.253	501.185
741.077	9807.343	11506.624	501.748	501.676
741.015	10838.985	11032.617	502.244	502.166
740.953	10657.073	10574.043	502.741	502.657
740.891	9280.588	10130.598	503.238	503.148
740.829	7782.782	9701.960	503.735	503.639
740.767	5551.845	9287.791	504.233	504.130
740.705	3379.751	8887.744	504.732	504.620
740.643	2102.636	8501.463	505.231	505.111
740.581	1479.167	8128.590	505.731	505.602
740.518	1725.347	7768.761	506.232	506.093
740.456	2524.141	7421.618	506.733	506.583
740.394	3693.091	7086.803	507.235	507.075
740.332	5042.679	6763.966	507.739	507.565
740.270	5718.528	6452.764	508.243	508.056
740.208	6110.326	6152.864	508.748	508.547
740.146	5911.571	5863.943	509.254	509.038
740.084	4775.457	5585.693	509.761	509.529
740.022	3627.750	5317.816	510.269	510.019
739.960	2486.263	5060.028	510.779	510.510
739.898	1553.732	4812.061	511.290	511.001
739.836	1050.919	4573.660	511.802	511.492
739.773	948.466	4344.581	512.315	511.983
739.711	1368.167	4124.598	512.830	512.473
739.649	1990.186	3913.493	513.347	512.964
739.587	2610.948	3711.063	513.865	513.455
739.525	3148.503	3517.114	514.385	513.946
739.463	3171.825	3331.461	514.906	514.436
739.401	3013.510	3153.927	515.429	514.928
739.339	2653.942	2984.341	515.954	515.418
739.277	1959.307	2822.537	516.480	515.909
739.215	1338.220	2668.351	517.009	516.400
739.153	879.354	2521.621	517.539	516.891
739.091	659.467	2382.182	518.070	517.381
739.029	690.987	2249.870	518.604	517.872
738.966	867.853	2124.512	519.139	518.363
738.904	1132.527	2005.935	519.675	518.854
738.842	1391.283	1893.954	520.213	519.345
738.780	1540.817	1788.379	520.753	519.835
738.718	1541.341	1689.012	521.293	520.326
738.656	1433.186	1595.643	521.835	520.817
738.594	1176.815	1508.058	522.377	521.308
738.532	854.080	1426.030	522.920	521.799
738.470	579.544	1349.328	523.464	522.289
738.408	380.985	1277.712	524.007	522.780
738.346	330.745	1210.941	524.551	523.271
738.284	461.307	1148.767	525.094	523.762
738.221	611.732	1090.943	525.638	524.253
738.159	656.879	1037.219	526.180	524.743
738.097	840.793	987.351	526.722	525.234
738.035	900.752	941.096	527.263	525.725
737.973	824.834	898.216	527.803	526.216
737.911	800.793	858.480	528.341	526.706
737.849	782.533	821.662	528.879	527.198
737.787	643.383	787.545	529.415	527.688
737.725	431.137	755.922	529.949	528.179
737.663	292.903	726.591	530.482	528.670
737.601	290.544	699.363	531.013	529.161
737.539	301.676	674.055	531.543	529.652
737.477	300.357	650.495	532.071	530.142
737.414	333.650	628.521	532.596	530.633
737.352	431.577	607.979	533.120	531.124
737.290	552.091	588.727	533.642	531.615
737.228	625.068	570.629	534.161	532.106
737.166	628.256	553.563	534.677	532.596
737.104	572.750	537.415	535.191	533.087
737.042	489.502	522.082	535.701	533.578
736.980	426.351	507.472	536.208	534.069
736.918	346.863	493.506	536.710	534.559
736.856	276.630	480.116	537.207	535.051
736.794	235.234	467.249	537.698	535.541
736.732	177.198	454.869	538.181	536.032
736.669	232.066	442.958	538.655	536.523
736.607	359.713	431.522	539.118	537.014
736.545	398.156	420.589	539.568	537.505
736.483	321.896	410.222	540.001	537.995
736.421	364.264	400.510	540.416	538.486
736.359	391.472	391.570	540.810	538.977
736.297	326.420	383.519	541.186	539.468
736.235	252.934	376.440	541.548	539.959
736.173	241.867	370.326	541.906	540.449
736.111	214.522	365.059	542.269	540.940
736.049	185.434	360.425	542.647	541.431
735.987	198.560	356.167	543.044	541.922
735.925	248.197	352.045	543.462	542.412
735.862	283.044	347.862	543.898	542.904
735.800	264.196	343.478	544.350	543.394
735.738	279.050	338.801	544.816	543.885
735.676	315.760	333.780	545.292	544.376
735.614	259.604	328.394	545.778	544.867
735.552	260.771	322.645	546.272	545.358
735.490	261.010	316.552	546.771	545.848
735.428	215.259	310.145	547.276	546.339
735.366	175.692	303.462	547.784	546.830
735.304	177.706	296.549	548.297	547.321
735.242	169.821	289.452	548.812	547.812
735.180	164.226	282.222	549.330	548.302
735.117	154.074	274.909	549.850	548.793
735.055	137.633	267.561	550.373	549.284
734.993	209.552	260.228	550.897	549.775
734.931	250.900	252.955	551.422	550.265
734.869	230.948	245.783	551.949	550.756
734.807	209.945	238.754	552.478	551.247
734.745	214.001	231.902	553.007	551.738
734.683	219.582	225.259	553.538	552.229
734.621	221.367	218.854	554.071	552.719
734.559	165.820	212.709	554.604	553.211
734.497	94.470	206.845	555.139	553.701
734.435	154.819	201.278	555.676	554.192
734.372	129.571	196.019	556.214	554.683
734.310	141.835	191.078	556.755	555.174
734.248	173.914	186.461	557.298	555.664
734.186	100.954	182.171	557.843	556.155
734.124	165.509	178.210	558.392	556.646
734.062	236.605	174.579	558.946	557.137
734.000	230.751	171.279	559.504	557.628
733.938	172.392	168.312	560.069	558.118
733.876	132.670	165.682	560.642	558.609
733.814	206.011	163.399	561.226	559.100
733.752	199.226	161.480	561.822	559.591
733.690	149.620	159.952	562.433	560.082
733.628	149.742	158.854	563.064	560.572
733.565	108.522	158.241	563.716	561.064
733.503	92.702	158.170	564.389	561.554
733.441	136.157	158.690	565.079	562.045
733.379	145.456	159.810	565.778	562.536
733.317	95.599	161.480	566.472	563.027
733.255	130.376	163.584	567.151	563.517
733.193	168.556	165.973	567.809	564.008
733.131	158.549	168.488	568.445	564.499
733.069	129.220	170.986	569.059	564.990
733.007	125.171	173.350	569.655	565.481
732.945	149.120	175.484	570.237	565.971
732.883	193.562	177.312	570.806	566.462
732.820	166.199	178.778	571.365	566.953
732.758	124.986	179.835	571.916	567.444
732.696	146.829	180.450	572.460	567.935
732.634	59.887	180.601	572.999	568.425
732.572	134.921	180.270	573.532	568.917
732.510	167.992	179.451	574.062	569.407
732.448	71.087	178.143	574.589	569.898
732.386	84.160	176.352	575.112	570.389
732.324	52.312	174.087	575.632	570.880
732.262	82.607	171.367	576.149	571.370
732.200	101.320	168.213	576.664	571.861
732.138	73.282	164.651	577.177	572.352
732.076	140.778	160.710	577.686	572.843
732.013	228.307	156.426	578.193	573.334
731.951	217.885	151.836	578.695	573.824
731.889	137.508	146.980	579.194	574.315
731.827	87.274	141.900	579.687	574.806
731.765	102.462	136.644	580.173	575.297
731.703	145.655	131.262	580.646	575.788
731.641	176.722	125.811	581.100	576.278
731.579	184.972	120.363	581.516	576.770
731.517	128.842	115.039	581.851	577.260
731.455	8.066	110.138	581.980	577.751
731.393	48.451	106.543	581.735	578.242
731.331	136.623	104.886	581.601	578.733
731.268	103.684	104.175	581.818	579.223
731.206	47.460	103.789	582.185	579.714
731.144	142.693	103.553	582.614	580.205
731.082	98.922	103.405	583.072	580.696
731.020	114.496	103.317	583.546	581.187
730.958	141.314	103.269	584.029	581.677
730.896	87.342	103.247	584.519	582.168
730.834	120.758	103.238	585.013	582.659
730.772	75.439	103.232	585.510	583.150
730.710	80.795	103.214	586.009	583.640
730.648	107.298	103.176	586.510	584.131
730.586	63.985	103.106	587.013	584.622
730.524	51.708	102.993	587.518	585.113
730.461	98.539	102.828	588.023	585.604
730.399	40.999	102.601	588.530	586.095
730.337	22.138	102.304	589.039	586.585
730.275	127.562	101.930	589.549	587.076
730.213	123.156	101.471	590.060	587.567
730.151	52.637	100.923	590.573	588.058
730.089	77.023	100.282	591.088	588.548
730.027	84.041	99.545	591.606	589.040
729.965	41.597	98.712	592.126	589.530
729.903	110.748	97.784	592.650	590.021
729.841	110.212	96.765	593.178	590.512
729.779	58.866	95.660	593.712	591.003
729.716	58.589	94.478	594.252	591.493
729.654	85.915	93.232	594.801	591.984
729.592	54.721	91.939	595.362	592.475
729.530	55.194	90.623	595.938	592.966
729.468	113.213	89.317	596.535	593.457
729.406	111.043	88.068	597.160	593.948
729.344	47.389	86.939	597.821	594.438
729.282	52.914	86.014	598.524	594.929
729.220	96.067	85.378	599.263	595.420
729.158	58.632	85.084	600.019	595.911
729.096	44.565	85.108	600.761	596.401
729.034	85.754	85.353	601.468	596.893
728.972	85.728	85.705	602.135	597.383
728.909	82.826	86.061	602.766	597.874
728.847	138.034	86.350	603.370	598.365
728.785	87.509	86.525	603.955	598.856
728.723	48.947	86.554	604.525	599.346
728.661	115.098	86.418	605.085	599.837
728.599	11.056	86.109	605.638	600.328
728.537	24.583	85.622	606.187	600.819
728.475	71.159	84.961	606.734	601.310
728.413	89.718	84.132	607.281	601.801
728.351	102.706	83.146	607.829	602.291
728.289	69.832	82.019	608.380	602.782
728.227	67.675	80.770	608.937	603.273
728.164	57.044	79.425	609.502	603.764
728.102	62.261	78.016	610.079	604.254
728.040	42.163	76.584	610.671	604.746
727.978	-38.637	75.182	611.284	605.236
727.916	45.888	73.880	611.923	605.727
727.854	120.174	72.767	612.591	606.218
727.792	85.960	71.942	613.286	606.709
727.730	57.810	71.501	613.998	607.199
727.668	96.632	71.499	614.709	607.690
727.606	56.655	71.937	615.399	608.181
727.544	29.796	72.767	616.060	608.672
727.482	52.480	73.924	616.689	609.163
727.419	47.942	75.344	617.292	609.654
727.357	20.312	76.970	617.871	610.144
727.295	77.775	78.758	618.434	610.635
727.233	103.904	80.669	618.982	611.126
727.171	57.933	82.670	619.520	611.617
727.109	82.896	84.734	620.049	612.107
727.047	118.290	86.833	620.571	612.598
726.985	32.835	88.945	621.087	613.089
726.923	133.299	91.045	621.599	613.580
726.861	127.618	93.114	622.107	614.071
726.799	32.815	95.131	622.611	614.561
726.737	63.533	97.077	623.112	615.052
726.675	150.366	98.934	623.610	615.543
726.612	55.110	100.686	624.106	616.034
726.550	101.849	102.317	624.600	616.524
726.488	32.616	103.814	625.092	617.016
726.426	-1.912	105.164	625.581	617.506
726.364	98.091	106.356	626.069	617.997
726.302	24.334	107.380	626.555	618.488
726.240	65.624	108.229	627.039	618.979
726.178	76.596	108.897	627.521	619.469
726.116	69.253	109.378	628.001	619.960
726.054	70.232	109.671	628.480	620.451
725.992	73.982	109.775	628.957	620.942
725.930	157.239	109.689	629.432	621.433
725.867	55.548	109.416	629.906	621.924
725.805	43.676	108.960	630.377	622.414
725.743	34.576	108.326	630.846	622.905
725.681	-40.319	107.520	631.314	623.396
725.619	61.682	106.552	631.779	623.887
725.557	25.911	105.429	632.243	624.377
725.495	34.428	104.163	632.704	624.869
725.433	73.447	102.764	633.162	625.359
725.371	139.485	101.244	633.619	625.850
725.309	200.142	99.616	634.073	626.341
725.247	65.491	97.893	634.524	626.832
725.185	97.011	96.089	634.973	627.322
725.123	128.942	94.216	635.418	627.813
725.060	46.959	92.289	635.861	628.304
724.998	-7.745	90.321	636.301	628.795
724.936	73.998	88.325	636.738	629.286
724.874	161.251	86.314	637.172	629.777
724.812	20.343	84.300	637.602	630.267
724.750	-28.993	82.297	638.029	630.758
724.688	18.992	80.315	638.452	631.249
724.626	-5.619	78.366	638.871	631.740
724.564	59.236	76.462	639.286	632.230
724.502	78.113	74.613	639.697	632.722
724.440	37.350	72.830	640.102	633.212
724.378	40.432	71.126	640.503	633.703
724.315	65.392	69.511	640.897	634.194
724.253	71.955	67.999	641.286	634.685
724.191	141.950	66.603	641.668	635.175
724.129	61.151	65.337	642.044	635.666
724.067	43.162	64.215	642.413	636.157
724.005	87.431	63.253	642.776	636.648
723.943	82.393	62.463	643.135	637.139
723.881	88.673	61.856	643.491	637.630
723.819	107.244	61.440	643.845	638.120
723.757	64.526	61.218	644.202	638.611
723.695	44.971	61.186	644.562	639.102
723.633	43.049	61.338	644.929	639.593
723.571	30.506	61.662	645.303	640.083
723.508	47.432	62.144	645.685	640.575
723.446	16.438	62.766	646.076	641.065
723.384	28.175	63.513	646.476	641.556
723.322	46.783	64.367	646.884	642.047
723.260	74.081	65.310	647.299	642.538
723.198	102.104	66.326	647.721	643.028
723.136	37.245	67.398	648.150	643.519
723.074	-14.414	68.512	648.584	644.010
723.012	-6.983	69.652	649.024	644.500
722.950	32.055	70.802	649.468	644.992
722.888	58.505	71.951	649.916	645.482
722.826	47.891	73.083	650.368	645.973
722.763	25.877	74.187	650.823	646.464
722.701	57.332	75.251	651.281	646.955
722.639	17.052	76.262	651.742	647.446
722.577	6.397	77.211	652.205	647.936
722.515	97.693	78.088	652.670	648.427
722.453	126.245	78.884	653.138	648.918
722.391	24.842	79.590	653.607	649.409
722.329	85.740	80.200	654.078	649.900
722.267	28.301	80.706	654.551	650.390
722.205	15.566	81.105	655.025	650.881
722.143	115.027	81.391	655.501	651.372
722.081	89.369	81.561	655.978	651.863
722.019	24.828	81.612	656.456	652.353
721.956	43.203	81.543	656.936	652.845
721.894	36.211	81.354	657.416	653.335
721.832	29.906	81.044	657.898	653.826
721.770	76.531	80.615	658.381	654.317
721.708	105.774	80.070	658.866	654.808
721.646	83.217	79.411	659.351	655.299
721.584	118.241	78.641	659.838	655.789
721.522	49.546	77.767	660.326	656.280
721.460	35.799	76.792	660.815	656.771
721.398	65.220	75.723	661.306	657.262
721.336	-2.385	74.567	661.798	657.753
721.274	22.577	73.329	662.292	658.243
721.211	74.894	72.019	662.788	658.734
721.149	56.239	70.644	663.286	659.225
721.087	72.463	69.213	663.787	659.716
721.025	112.725	67.735	664.290	660.206
720.963	52.574	66.218	664.797	660.698
720.901	-15.486	64.674	665.307	661.188
720.839	93.394	63.112	665.822	661.679
720.777	108.994	61.544	666.342	662.170
720.715	78.756	59.981	666.869	662.661
720.653	77.231	58.436	667.403	663.152
720.591	57.135	56.923	667.946	663.642
720.529	20.791	55.456	668.499	664.133
720.466	-22.757	54.054	669.065	664.624
720.404	51.282	52.733	669.645	665.115
720.342	49.190	51.515	670.240	665.606
720.280	-26.928	50.420	670.849	666.096
720.218	14.963	49.465	671.471	666.587
720.156	104.062	48.662	672.100	667.078
720.094	-1.843	48.015	672.730	667.569
720.032	-24.552	47.517	673.353	668.059
