[frequency (THz)]	[signal]	[dc signal]	[interferogram phase (rad)]	[linear phase (rad)]
346.060	388.952	445.541	643.323	653.477
345.998	456.794	444.575	643.822	653.966
345.936	382.933	443.564	644.322	654.455
345.874	384.452	442.517	644.821	654.944
345.811	390.017	441.443	645.321	655.434
345.749	523.139	440.354	645.820	655.923
345.687	297.901	439.257	646.319	656.412
345.625	404.864	438.164	646.818	656.901
345.563	305.902	437.083	647.317	657.391
345.501	407.955	436.022	647.816	657.880
345.439	459.713	434.990	648.314	658.369
345.377	276.395	433.994	648.812	658.858
345.315	377.867	433.041	649.310	659.348
345.253	285.176	432.138	649.808	659.837
345.191	432.181	431.290	650.305	660.326
345.129	368.995	430.502	650.801	660.815
345.066	499.693	429.778	651.297	661.305
345.004	161.634	429.121	651.791	661.794
344.942	574.696	428.536	652.285	662.283
344.880	321.687	428.023	652.778	662.773
344.818	533.807	427.583	653.270	663.262
344.756	553.419	427.219	653.760	663.751
344.694	391.325	426.930	654.249	664.240
344.632	402.789	426.715	654.737	664.730
344.570	429.967	426.575	655.222	665.219
344.508	335.363	426.507	655.706	665.708
344.446	489.346	426.510	656.188	666.197
344.384	384.550	426.582	656.667	666.687
344.322	307.228	426.721	657.145	667.176
344.259	407.165	426.924	657.621	667.665
344.197	330.298	427.188	658.094	668.154
344.135	440.170	427.510	658.566	668.644
344.073	437.790	427.887	659.037	669.133
344.011	364.363	428.314	659.506	669.622
343.949	469.075	428.788	659.973	670.111
343.887	406.780	429.303	660.441	670.601
343.825	348.364	429.855	660.907	671.090
343.763	408.190	430.437	661.374	671.579
343.701	322.469	431.045	661.841	672.068
343.639	347.386	431.671	662.308	672.558
343.577	314.622	432.309	662.777	673.047
343.514	424.116	432.953	663.246	673.536
343.452	450.515	433.597	663.717	674.025
343.390	398.269	434.234	664.189	674.515
343.328	344.913	434.859	664.663	675.004
343.266	528.990	435.465	665.138	675.493
343.204	441.538	436.048	665.615	675.982
343.142	406.955	436.602	666.093	676.472
343.080	472.781	437.124	666.573	676.961
343.018	375.720	437.611	667.055	677.450
342.956	562.343	438.058	667.538	677.939
342.894	375.197	438.465	668.022	678.429
342.832	446.732	438.829	668.508	678.918
342.770	482.148	439.150	668.996	679.407
342.707	346.992	439.426	669.484	679.896
342.645	327.562	439.659	669.974	680.386
342.583	412.847	439.849	670.466	680.875
342.521	432.631	439.998	670.958	681.364
342.459	422.499	440.108	671.452	681.853
342.397	423.110	440.181	671.947	682.343
342.335	328.602	440.220	672.443	682.832
342.273	525.109	440.230	672.941	683.321
342.211	526.464	440.213	673.440	683.810
342.149	306.510	440.175	673.940	684.300
342.087	356.830	440.120	674.441	684.789
342.025	468.664	440.054	674.944	685.278
341.962	324.027	439.981	675.448	685.767
341.900	381.698	439.908	675.953	686.257
341.838	569.196	439.840	676.460	686.746
341.776	383.667	439.784	676.969	687.235
341.714	427.676	439.745	677.479	687.724
341.652	419.156	439.731	677.991	688.214
341.590	345.775	439.747	678.504	688.703
341.528	563.469	439.799	679.019	689.192
341.466	495.123	439.895	679.535	689.681
341.404	423.093	440.040	680.054	690.171
341.342	294.481	440.240	680.574	690.660
341.280	373.187	440.501	681.095	691.149
341.217	361.259	440.828	681.618	691.638
341.155	376.545	441.226	682.143	692.128
341.093	406.540	441.698	682.669	692.617
341.031	460.689	442.249	683.197	693.106
340.969	347.242	442.881	683.725	693.595
340.907	470.579	443.596	684.255	694.085
340.845	412.459	444.394	684.785	694.574
340.783	422.795	445.275	685.317	695.063
340.721	423.613	446.237	685.848	695.552
340.659	381.787	447.278	686.380	696.042
340.597	420.187	448.394	686.911	696.531
340.535	464.735	449.581	687.442	697.020
340.473	333.457	450.831	687.973	697.509
340.410	272.208	452.137	688.503	697.999
340.348	342.361	453.493	689.033	698.488
340.286	475.550	454.890	689.561	698.977
340.224	395.165	456.318	690.089	699.466
340.162	538.621	457.768	690.616	699.956
340.100	428.278	459.231	691.141	700.445
340.038	382.712	460.696	691.666	700.934
339.976	305.846	462.154	692.189	701.423
339.914	538.535	463.595	692.711	701.913
339.852	306.939	465.010	693.233	702.402
339.790	455.140	466.390	693.753	702.891
339.728	398.181	467.726	694.273	703.380
339.665	407.020	469.011	694.792	703.870
339.603	428.560	470.238	695.310	704.359
339.541	464.428	471.399	695.827	704.848
339.479	440.020	472.489	696.344	705.337
339.417	496.036	473.504	696.861	705.827
339.355	412.397	474.439	697.377	706.316
339.293	468.982	475.290	697.893	706.805
339.231	603.496	476.057	698.408	707.294
339.169	440.022	476.736	698.924	707.784
339.107	523.908	477.327	699.440	708.273
339.045	299.213	477.832	699.955	708.762
338.983	396.832	478.250	700.471	709.251
338.921	406.078	478.584	700.987	709.741
338.858	482.502	478.836	701.503	710.230
338.796	499.771	479.011	702.020	710.719
338.734	451.150	479.112	702.537	711.209
338.672	444.275	479.144	703.054	711.698
338.610	448.089	479.114	703.572	712.187
338.548	546.419	479.026	704.090	712.676
338.486	415.156	478.887	704.608	713.166
338.424	526.911	478.704	705.127	713.655
338.362	431.712	478.484	705.647	714.144
338.300	399.019	478.233	706.167	714.633
338.238	431.820	477.959	706.687	715.123
338.176	406.784	477.669	707.207	715.612
338.113	369.394	477.368	707.728	716.101
338.051	307.273	477.063	708.249	716.590
337.989	457.379	476.761	708.770	717.080
337.927	429.961	476.465	709.291	717.569
337.865	584.282	476.181	709.812	718.058
337.803	342.456	475.912	710.333	718.547
337.741	536.924	475.662	710.854	719.037
337.679	408.716	475.432	711.374	719.526
337.617	264.247	475.223	711.894	720.015
337.555	288.872	475.037	712.413	720.504
337.493	244.530	474.872	712.931	720.994
337.431	506.709	474.728	713.449	721.483
337.369	417.682	474.602	713.967	721.972
337.306	392.241	474.491	714.483	722.461
337.244	359.853	474.392	714.998	722.951
337.182	455.235	474.302	715.513	723.440
337.120	547.567	474.214	716.026	723.929
337.058	513.575	474.125	716.539	724.418
336.996	346.608	474.028	717.050	724.908
336.934	462.232	473.917	717.560	725.397
336.872	541.193	473.788	718.069	725.886
336.810	517.895	473.633	718.577	726.375
336.748	484.109	473.446	719.083	726.865
336.686	448.817	473.221	719.589	727.354
336.624	351.260	472.953	720.093	727.843
336.561	366.913	472.635	720.596	728.332
336.499	523.681	472.261	721.098	728.822
336.437	470.016	471.827	721.598	729.311
336.375	573.167	471.327	722.097	729.800
336.313	422.328	470.758	722.595	730.289
336.251	340.258	470.114	723.091	730.779
336.189	527.881	469.394	723.586	731.268
336.127	356.018	468.595	724.079	731.757
336.065	304.445	467.713	724.571	732.246
336.003	417.486	466.750	725.061	732.736
335.941	408.616	465.703	725.548	733.225
335.879	350.504	464.575	726.034	733.714
335.816	356.922	463.366	726.517	734.203
335.754	532.038	462.079	726.997	734.693
335.692	366.895	460.718	727.473	735.182
335.630	411.771	459.288	727.946	735.671
335.568	360.968	457.797	728.413	736.160
335.506	529.157	456.253	728.875	736.650
335.444	503.711	454.667	729.329	737.139
335.382	554.957	453.055	729.772	737.628
335.320	518.820	451.437	730.203	738.117
335.258	354.395	449.840	730.616	738.607
335.196	450.278	448.301	731.006	739.096
335.134	378.323	446.873	731.365	739.585
335.072	341.274	445.631	731.686	740.074
335.009	548.728	444.668	731.965	740.564
334.947	487.234	444.071	732.212	741.053
334.885	335.195	443.882	732.454	741.542
334.823	411.463	444.059	732.719	742.031
334.761	484.593	444.503	733.024	742.521
334.699	304.990	445.107	733.369	743.010
334.637	559.511	445.786	733.746	743.499
334.575	357.191	446.480	734.149	743.988
334.513	443.674	447.149	734.571	744.478
334.451	375.518	447.766	735.006	744.967
334.389	473.689	448.315	735.452	745.456
334.327	416.065	448.784	735.906	745.945
334.264	462.312	449.164	736.365	746.435
334.202	552.113	449.452	736.829	746.924
334.140	592.351	449.644	737.297	747.413
334.078	342.905	449.741	737.768	747.902
334.016	371.993	449.741	738.242	748.392
333.954	400.903	449.648	738.717	748.881
333.892	531.502	449.463	739.194	749.370
333.830	416.353	449.190	739.672	749.859
333.768	476.787	448.833	740.151	750.349
333.706	549.537	448.395	740.631	750.838
333.644	443.030	447.883	741.112	751.327
333.582	483.723	447.302	741.593	751.816
333.520	409.851	446.657	742.075	752.306
333.457	477.813	445.955	742.557	752.795
333.395	345.417	445.202	743.040	753.284
333.333	357.370	444.405	743.523	753.773
333.271	536.976	443.571	744.005	754.263
333.209	360.103	442.706	744.488	754.752
333.147	369.070	441.816	744.970	755.241
333.085	304.314	440.910	745.452	755.730
333.023	378.573	439.994	745.933	756.220
332.961	491.586	439.074	746.412	756.709
332.899	361.476	438.157	746.889	757.198
332.837	486.592	437.250	747.359	757.687
332.775	294.730	436.359	747.817	758.177
332.712	323.852	435.497	748.233	758.666
332.650	557.544	434.726	748.307	759.155
332.588	451.095	435.964	746.569	759.644
332.526	333.400	438.379	746.856	760.134
332.464	347.006	440.860	747.292	760.623
332.402	471.399	443.369	747.756	761.112
332.340	475.803	445.890	748.229	761.602
332.278	540.755	448.409	748.708	762.091
332.216	454.676	450.912	749.189	762.580
332.154	404.065	453.385	749.672	763.069
332.092	436.601	455.815	750.156	763.559
332.030	441.590	458.189	750.641	764.048
331.968	410.716	460.495	751.126	764.537
331.905	442.075	462.721	751.612	765.026
331.843	560.608	464.856	752.098	765.516
331.781	432.969	466.889	752.584	766.005
331.719	441.414	468.810	753.071	766.494
331.657	402.471	470.611	753.557	766.983
331.595	477.045	472.283	754.044	767.473
331.533	529.320	473.819	754.531	767.962
331.471	451.021	475.214	755.018	768.451
331.409	444.527	476.461	755.505	768.940
331.347	501.582	477.556	755.992	769.430
331.285	388.181	478.497	756.480	769.919
331.223	450.497	479.282	756.967	770.408
331.160	419.237	479.909	757.454	770.897
331.098	338.984	480.379	757.941	771.387
331.036	354.847	480.693	758.428	771.876
330.974	665.874	480.854	758.915	772.365
330.912	531.493	480.864	759.402	772.854
330.850	472.473	480.729	759.889	773.344
330.788	528.301	480.453	760.376	773.833
330.726	485.791	480.043	760.862	774.322
330.664	431.654	479.506	761.348	774.811
330.602	364.417	478.849	761.834	775.301
330.540	471.878	478.082	762.320	775.790
330.478	479.865	477.214	762.804	776.279
330.416	575.192	476.255	763.289	776.768
330.353	452.207	475.215	763.772	777.258
330.291	537.555	474.105	764.255	777.747
330.229	450.718	472.936	764.736	778.236
330.167	452.547	471.720	765.216	778.725
330.105	481.574	470.469	765.694	779.215
330.043	417.530	469.195	766.170	779.704
329.981	457.889	467.910	766.643	780.193
329.919	396.433	466.626	767.112	780.682
329.857	604.107	465.357	767.577	781.172
329.795	517.069	464.115	768.037	781.661
329.733	317.878	462.914	768.490	782.150
329.671	400.283	461.769	768.933	782.639
329.608	373.880	460.695	769.365	783.129
329.546	461.636	459.711	769.783	783.618
329.484	344.323	458.836	770.183	784.107
329.422	356.006	458.095	770.563	784.596
329.360	369.536	457.512	770.920	785.086
329.298	483.083	457.112	771.259	785.575
329.236	396.218	456.911	771.586	786.064
329.174	565.210	456.912	771.914	786.553
329.112	483.221	457.101	772.254	787.043
329.050	344.292	457.453	772.614	787.532
328.988	441.394	457.937	772.999	788.021
328.926	432.080	458.528	773.405	788.510
328.863	461.788	459.203	773.832	789.000
328.801	453.009	459.946	774.274	789.489
328.739	481.898	460.745	774.730	789.978
328.677	446.864	461.591	775.196	790.467
328.615	637.657	462.478	775.670	790.957
328.553	436.904	463.400	776.150	791.446
328.491	397.382	464.351	776.635	791.935
328.429	403.064	465.329	777.124	792.424
328.367	499.943	466.328	777.616	792.914
328.305	390.785	467.344	778.109	793.403
328.243	428.388	468.372	778.604	793.892
328.181	633.275	469.407	779.100	794.381
328.119	426.450	470.445	779.596	794.871
328.056	588.399	471.478	780.091	795.360
327.994	590.280	472.502	780.586	795.849
327.932	293.007	473.509	781.080	796.338
327.870	421.636	474.494	781.572	796.828
327.808	329.719	475.451	782.063	797.317
327.746	398.558	476.373	782.552	797.806
327.684	430.768	477.253	783.040	798.295
327.622	508.973	478.087	783.525	798.785
327.560	546.647	478.869	784.008	799.274
327.498	462.383	479.593	784.488	799.763
327.436	393.168	480.256	784.966	800.252
327.374	519.311	480.855	785.441	800.742
327.311	342.328	481.386	785.914	801.231
327.249	520.213	481.847	786.383	801.720
327.187	647.680	482.240	786.849	802.209
327.125	447.651	482.563	787.311	802.699
327.063	491.093	482.819	787.770	803.188
327.001	421.533	483.011	788.225	803.677
326.939	498.815	483.143	788.677	804.166
326.877	650.821	483.221	789.125	804.656
326.815	492.840	483.253	789.569	805.145
326.753	471.014	483.246	790.009	805.634
326.691	381.837	483.210	790.445	806.123
326.629	422.316	483.155	790.878	806.613
326.567	371.117	483.092	791.308	807.102
326.504	550.764	483.031	791.735	807.591
326.442	539.751	482.983	792.159	808.080
326.380	368.728	482.958	792.582	808.570
326.318	479.633	482.966	793.003	809.059
326.256	475.796	483.013	793.424	809.548
326.194	501.439	483.105	793.845	810.038
326.132	298.454	483.247	794.266	810.527
326.070	512.164	483.440	794.689	811.016
326.008	524.923	483.686	795.113	811.505
325.946	407.188	483.983	795.540	811.994
325.884	486.518	484.329	795.969	812.484
325.822	431.451	484.720	796.400	812.973
325.759	538.000	485.151	796.833	813.462
325.697	571.896	485.618	797.269	813.952
325.635	383.797	486.115	797.708	814.441
325.573	318.430	486.635	798.148	814.930
325.511	470.852	487.173	798.591	815.419
325.449	441.822	487.723	799.036	815.908
325.387	446.047	488.277	799.482	816.398
325.325	378.981	488.831	799.931	816.887
325.263	348.910	489.378	800.380	817.376
325.201	495.397	489.912	800.831	817.866
325.139	427.300	490.428	801.283	818.355
325.077	418.896	490.920	801.736	818.844
325.015	504.095	491.384	802.189	819.333
324.952	428.426	491.813	802.644	819.822
324.890	498.734	492.205	803.098	820.312
324.828	486.224	492.555	803.554	820.801
324.766	482.139	492.859	804.009	821.290
324.704	580.558	493.114	804.465	821.780
324.642	506.232	493.318	804.920	822.269
324.580	442.439	493.468	805.375	822.758
324.518	495.872	493.562	805.830	823.247
324.456	249.567	493.600	806.285	823.736
324.394	326.621	493.580	806.739	824.226
324.332	370.142	493.503	807.193	824.715
324.270	430.947	493.370	807.646	825.204
324.207	383.321	493.181	808.097	825.694
324.145	440.406	492.939	808.548	826.183
324.083	456.085	492.647	808.998	826.672
324.021	486.164	492.307	809.447	827.161
323.959	587.707	491.925	809.894	827.650
323.897	543.928	491.504	810.339	828.140
323.835	552.786	491.050	810.783	828.629
323.773	512.204	490.570	811.225	829.118
323.711	560.780	490.069	811.665	829.607
323.649	433.686	489.557	812.103	830.097
323.587	552.846	489.040	812.539	830.586
323.525	478.688	488.529	812.972	831.075
323.463	438.588	488.030	813.403	831.564
323.400	479.252	487.555	813.831	832.054
323.338	304.147	487.112	814.256	832.543
323.276	475.413	486.712	814.679	833.032
323.214	437.863	486.363	815.100	833.521
323.152	515.953	486.075	815.518	834.011
323.090	372.041	485.855	815.934	834.500
323.028	367.122	485.712	816.348	834.989
322.966	446.438	485.650	816.760	835.478
322.904	678.557	485.674	817.171	835.968
322.842	385.436	485.788	817.581	836.457
322.780	337.823	485.990	817.991	836.946
322.718	433.776	486.281	818.401	837.435
322.655	533.419	486.658	818.811	837.925
322.593	448.829	487.115	819.222	838.414
322.531	464.342	487.646	819.635	838.903
322.469	372.483	488.246	820.049	839.392
322.407	306.430	488.904	820.465	839.882
322.345	430.462	489.613	820.883	840.371
322.283	406.346	490.365	821.303	840.860
322.221	501.116	491.148	821.725	841.349
322.159	653.603	491.957	822.150	841.839
322.097	505.224	492.780	822.576	842.328
322.035	488.095	493.612	823.004	842.817
321.973	433.893	494.443	823.435	843.306
321.911	611.893	495.268	823.867	843.796
321.848	445.933	496.080	824.301	844.285
321.786	561.827	496.872	824.737	844.774
321.724	382.776	497.641	825.175	845.263
321.662	428.668	498.380	825.613	845.753
321.600	443.922	499.087	826.054	846.242
321.538	460.127	499.757	826.495	846.731
321.476	430.015	500.387	826.938	847.220
321.414	489.106	500.976	827.382	847.710
321.352	470.215	501.519	827.827	848.199
321.290	289.169	502.016	828.274	848.688
321.228	468.528	502.465	828.721	849.177
321.166	460.818	502.864	829.169	849.667
321.103	496.307	503.214	829.619	850.156
321.041	425.571	503.513	830.069	850.645
320.979	465.602	503.761	830.521	851.134
320.917	486.870	503.959	830.973	851.624
320.855	488.184	504.106	831.427	852.113
320.793	443.967	504.205	831.881	852.602
320.731	366.191	504.255	832.337	853.091
320.669	481.380	504.258	832.794	853.581
320.607	442.766	504.217	833.252	854.070
320.545	272.819	504.133	833.711	854.559
320.483	475.607	504.010	834.172	855.048
320.421	599.046	503.850	834.634	855.538
320.358	486.834	503.657	835.097	856.027
320.296	524.726	503.435	835.562	856.516
320.234	460.920	503.189	836.028	857.005
320.172	513.781	502.923	836.495	857.495
320.110	488.096	502.644	836.964	857.984
320.048	454.895	502.357	837.435	858.473
319.986	331.526	502.068	837.907	858.962
319.924	376.083	501.786	838.380	859.452
319.862	766.808	501.517	838.855	859.941
319.800	391.306	501.269	839.332	860.430
319.738	519.671	501.051	839.811	860.919
319.676	407.441	500.870	840.291	861.409
319.614	579.780	500.736	840.772	861.898
319.551	450.802	500.657	841.255	862.387
319.489	484.578	500.642	841.740	862.876
319.427	653.436	500.701	842.226	863.366
319.365	513.404	500.841	842.713	863.855
319.303	476.515	501.072	843.202	864.344
319.241	566.200	501.401	843.692	864.833
319.179	442.268	501.835	844.183	865.323
319.117	420.695	502.382	844.675	865.812
319.055	441.852	503.048	845.168	866.301
318.993	421.337	503.838	845.661	866.790
318.931	434.483	504.756	846.155	867.280
318.869	457.675	505.806	846.649	867.769
318.806	486.295	506.989	847.144	868.258
318.744	558.512	508.305	847.638	868.747
318.682	478.403	509.756	848.132	869.237
318.620	422.599	511.339	848.626	869.726
318.558	508.554	513.051	849.119	870.215
318.496	506.514	514.888	849.612	870.704
318.434	383.090	516.845	850.103	871.194
318.372	379.514	518.915	850.594	871.683
318.310	393.144	521.090	851.083	872.172
318.248	500.857	523.363	851.571	872.662
318.186	575.453	525.724	852.057	873.151
318.124	488.865	528.162	852.541	873.640
318.062	477.249	530.667	853.024	874.129
317.999	571.768	533.228	853.505	874.619
317.937	504.878	535.832	853.984	875.108
317.875	439.327	538.467	854.461	875.597
317.813	473.741	541.120	854.935	876.086
317.751	679.063	543.780	855.408	876.576
317.689	618.137	546.433	855.878	877.065
317.627	474.047	549.067	856.346	877.554
317.565	578.039	551.669	856.811	878.043
317.503	408.651	554.227	857.274	878.533
317.441	471.087	556.729	857.735	879.022
317.379	465.178	559.164	858.192	879.511
317.317	513.036	561.520	858.648	880.000
317.254	598.870	563.786	859.101	880.490
317.192	349.740	565.953	859.551	880.979
317.130	597.733	568.011	859.999	881.468
317.068	382.866	569.950	860.445	881.957
317.006	592.679	571.761	860.888	882.447
316.944	513.454	573.436	861.330	882.936
316.882	625.093	574.967	861.769	883.425
316.820	505.384	576.346	862.207	883.914
316.758	389.613	577.564	862.644	884.404
316.696	630.426	578.615	863.079	884.893
316.634	488.945	579.490	863.514	885.382
316.572	622.793	580.183	863.947	885.871
316.510	510.201	580.686	864.381	886.361
316.447	625.157	580.992	864.814	886.850
316.385	570.279	581.096	865.248	887.339
316.323	908.837	580.991	865.682	887.828
316.261	492.526	580.672	866.117	888.318
316.199	576.401	580.134	866.552	888.807
316.137	679.771	579.375	866.989	889.296
316.075	562.345	578.393	867.426	889.785
316.013	610.639	577.185	867.864	890.275
315.951	495.093	575.754	868.303	890.764
315.889	715.665	574.101	868.743	891.253
315.827	705.764	572.229	869.183	891.742
315.765	476.803	570.145	869.624	892.232
315.702	523.662	567.856	870.066	892.721
315.640	446.871	565.369	870.507	893.210
315.578	383.399	562.696	870.949	893.699
315.516	562.787	559.849	871.390	894.189
315.454	732.268	556.842	871.831	894.678
315.392	632.097	553.690	872.271	895.167
315.330	518.739	550.411	872.709	895.656
315.268	572.418	547.023	873.145	896.146
315.206	598.021	543.547	873.579	896.635
315.144	398.024	540.006	874.008	897.124
315.082	531.875	536.424	874.433	897.613
315.020	587.174	532.828	874.852	898.103
314.958	330.676	529.249	875.263	898.592
314.895	427.833	525.722	875.664	899.081
314.833	382.729	522.284	876.052	899.570
314.771	472.406	518.984	876.424	900.060
314.709	413.907	515.877	876.777	900.549
314.647	488.633	513.028	877.107	901.038
314.585	395.446	510.509	877.416	901.527
314.523	393.170	508.392	877.706	902.017
314.461	323.705	506.732	877.989	902.506
314.399	470.515	505.554	878.275	902.995
314.337	512.721	504.844	878.578	903.484
314.275	487.401	504.564	878.903	903.974
314.213	672.606	504.666	879.250	904.463
314.150	565.956	505.101	879.619	904.952
314.088	601.152	505.829	880.006	905.441
314.026	492.602	506.812	880.407	905.931
313.964	538.032	508.022	880.821	906.420
313.902	591.649	509.432	881.243	906.909
313.840	422.648	511.018	881.674	907.398
313.778	494.411	512.757	882.110	907.888
313.716	499.470	514.628	882.551	908.377
313.654	503.925	516.609	882.996	908.866
313.592	510.440	518.679	883.445	909.355
313.530	537.550	520.816	883.896	909.845
313.468	468.048	522.999	884.349	910.334
313.405	430.191	525.207	884.804	910.823
313.343	522.988	527.417	885.261	911.312
313.281	404.661	529.607	885.719	911.802
313.219	722.557	531.758	886.177	912.291
313.157	578.540	533.846	886.636	912.780
313.095	332.129	535.852	887.096	913.269
313.033	621.108	537.755	887.556	913.759
312.971	428.610	539.537	888.015	914.248
312.909	568.361	541.178	888.475	914.737
312.847	476.372	542.661	888.934	915.226
312.785	534.233	543.971	889.393	915.716
312.723	540.558	545.092	889.850	916.205
312.661	460.021	546.012	890.306	916.694
312.598	407.919	546.720	890.761	917.183
312.536	525.534	547.207	891.213	917.673
312.474	488.036	547.467	891.662	918.162
312.412	516.388	547.495	892.108	918.651
312.350	486.654	547.292	892.550	919.140
312.288	641.723	546.860	892.985	919.630
312.226	518.591	546.208	893.413	920.119
312.164	490.854	545.351	893.831	920.608
312.102	617.786	544.312	894.235	921.098
312.040	483.188	543.128	894.621	921.587
311.978	404.025	541.855	894.982	922.076
311.916	448.083	540.575	895.311	922.565
311.853	614.907	539.404	895.601	923.055
311.791	579.870	538.492	895.850	923.544
311.729	649.853	537.981	896.074	924.033
311.667	600.933	537.937	896.301	924.522
311.605	477.163	538.317	896.556	925.012
311.543	600.357	539.009	896.852	925.501
311.481	559.849	539.888	897.186	925.990
311.419	529.136	540.861	897.551	926.479
311.357	414.056	541.858	897.940	926.969
311.295	564.177	542.836	898.346	927.458
311.233	634.454	543.767	898.765	927.947
311.171	546.032	544.633	899.193	928.436
311.109	514.641	545.421	899.629	928.926
311.046	533.282	546.125	900.070	929.415
310.984	404.627	546.742	900.516	929.904
310.922	428.589	547.271	900.965	930.393
310.860	397.900	547.713	901.416	930.883
310.798	416.317	548.069	901.870	931.372
310.736	553.069	548.342	902.325	931.861
310.674	243.835	548.538	902.782	932.350
310.612	631.245	548.659	903.239	932.840
310.550	459.151	548.710	903.697	933.329
310.488	602.575	548.698	904.156	933.818
310.426	672.487	548.626	904.615	934.307
310.364	457.923	548.501	905.074	934.797
310.301	584.447	548.327	905.533	935.286
310.239	453.332	548.111	905.991	935.775
310.177	512.992	547.856	906.450	936.264
310.115	571.413	547.569	906.908	936.754
310.053	562.389	547.254	907.366	937.243
309.991	653.227	546.916	907.823	937.732
309.929	395.044	546.559	908.279	938.221
309.867	355.025	546.188	908.735	938.711
309.805	450.421	545.806	909.189	939.200
309.743	616.583	545.418	909.643	939.689
309.681	517.235	545.027	910.095	940.178
309.619	477.891	544.637	910.546	940.668
309.557	537.321	544.251	910.995	941.157
309.494	382.137	543.873	911.443	941.646
309.432	620.907	543.505	911.889	942.135
309.370	478.829	543.151	912.333	942.625
309.308	427.496	542.815	912.776	943.114
309.246	451.640	542.499	913.216	943.603
309.184	414.973	542.206	913.654	944.092
309.122	381.470	541.941	914.089	944.582
309.060	437.553	541.707	914.522	945.071
308.998	486.000	541.506	914.953	945.560
308.936	477.408	541.342	915.381	946.049
308.874	537.363	541.218	915.807	946.539
308.812	504.780	541.136	916.230	947.028
308.749	632.363	541.098	916.650	947.517
308.687	504.404	541.104	917.069	948.006
308.625	432.434	541.156	917.485	948.496
308.563	535.949	541.250	917.900	948.985
308.501	463.629	541.385	918.313	949.474
308.439	583.327	541.557	918.726	949.963
308.377	459.001	541.761	919.138	950.453
308.315	499.674	541.988	919.549	950.942
308.253	480.347	542.232	919.961	951.431
308.191	541.495	542.483	920.373	951.920
308.129	400.042	542.733	920.786	952.410
308.067	330.741	542.972	921.200	952.899
308.005	545.946	543.191	921.616	953.388
307.942	663.972	543.383	922.033	953.877
307.880	638.078	543.539	922.451	954.367
307.818	479.916	543.655	922.871	954.856
307.756	533.339	543.727	923.293	955.345
307.694	625.119	543.751	923.716	955.834
307.632	548.269	543.727	924.140	956.324
307.570	645.744	543.657	924.565	956.813
307.508	407.327	543.544	924.992	957.302
307.446	573.178	543.391	925.419	957.791
307.384	598.730	543.206	925.847	958.281
307.322	443.197	542.995	926.275	958.770
307.260	634.668	542.768	926.704	959.259
307.197	437.059	542.535	927.132	959.748
307.135	391.012	542.306	927.560	960.238
307.073	402.638	542.092	927.988	960.727
307.011	494.169	541.906	928.415	961.216
306.949	646.888	541.760	928.840	961.705
306.887	459.237	541.664	929.265	962.195
306.825	647.703	541.632	929.688	962.684
306.763	633.558	541.673	930.110	963.173
306.701	448.267	541.799	930.530	963.662
306.639	571.949	542.019	930.947	964.152
306.577	497.397	542.341	931.362	964.641
306.515	566.326	542.771	931.774	965.130
306.452	502.411	543.316	932.183	965.619
306.390	521.991	543.978	932.589	966.109
306.328	543.366	544.760	932.991	966.598
306.266	579.944	545.661	933.390	967.087
306.204	603.924	546.679	933.783	967.576
306.142	488.748	547.809	934.173	968.066
306.080	398.378	549.047	934.557	968.555
306.018	462.239	550.385	934.935	969.044
305.956	439.231	551.814	935.307	969.533
305.894	551.382	553.326	935.672	970.023
305.832	490.967	554.913	936.029	970.512
305.770	582.450	556.566	936.377	971.001
305.708	500.545	558.281	936.715	971.491
305.645	490.468	560.054	937.044	971.980
305.583	464.887	561.885	937.362	972.469
305.521	554.312	563.777	937.672	972.958
305.459	545.197	565.732	937.976	973.448
305.397	575.975	567.748	938.278	973.937
305.335	632.081	569.819	938.582	974.426
305.273	481.616	571.930	938.892	974.915
305.211	735.560	574.057	939.213	975.405
305.149	512.144	576.170	939.546	975.894
305.087	622.215	578.236	939.892	976.383
305.025	494.369	580.218	940.251	976.872
304.963	533.373	582.081	940.623	977.362
304.900	510.515	583.790	941.005	977.851
304.838	557.146	585.313	941.398	978.340
304.776	675.644	586.619	941.800	978.829
304.714	591.432	587.678	942.209	979.319
304.652	466.485	588.465	942.625	979.808
304.590	584.845	588.953	943.047	980.297
304.528	578.437	589.120	943.474	980.786
304.466	346.834	588.944	943.906	981.276
304.404	612.060	588.406	944.342	981.765
304.342	474.945	587.487	944.781	982.254
304.280	375.462	586.174	945.224	982.743
304.218	671.504	584.452	945.669	983.233
304.156	565.862	582.311	946.117	983.722
304.093	475.794	579.742	946.567	984.211
304.031	524.384	576.738	947.020	984.700
303.969	490.480	573.297	947.474	985.190
303.907	494.485	569.415	947.930	985.679
303.845	450.847	565.094	948.387	986.168
303.783	609.407	560.337	948.846	986.657
303.721	665.587	555.151	949.307	987.147
303.659	597.459	549.542	949.768	987.636
303.597	396.976	543.523	950.231	988.125
303.535	450.183	537.105	950.695	988.614
303.473	490.663	530.303	951.159	989.104
303.411	474.144	523.136	951.625	989.593
303.348	583.972	515.621	952.091	990.082
303.286	532.575	507.780	952.558	990.571
303.224	545.669	499.637	953.025	991.061
303.162	515.442	491.215	953.493	991.550
303.100	610.487	482.540	953.962	992.039
303.038	553.773	473.639	954.431	992.528
302.976	486.793	464.542	954.901	993.018
302.914	554.519	455.276	955.371	993.507
302.852	532.121	445.873	955.842	993.996
