[frequency (THz)]	[signal]	[dc signal]	[interferogram phase (rad)]	[linear phase (rad)]
387.343	210.114	356.961	331.494	328.124
387.281	256.294	353.584	331.968	328.614
387.219	158.763	349.469	332.443	329.103
387.157	251.570	344.646	332.920	329.592
387.095	282.014	339.154	333.397	330.081
387.033	278.908	333.040	333.875	330.571
386.971	345.872	326.357	334.353	331.060
386.909	210.475	319.166	334.831	331.549
386.847	330.126	311.537	335.309	332.038
386.784	386.103	303.542	335.784	332.528
386.722	375.210	295.264	336.253	333.017
386.660	323.022	286.792	336.707	333.506
386.598	387.924	278.255	337.063	333.995
386.536	300.989	276.704	334.881	334.485
386.474	296.483	285.989	335.174	334.974
386.412	331.934	297.366	335.624	335.463
386.350	198.316	310.891	336.094	335.952
386.288	396.312	326.677	336.571	336.442
386.226	305.326	344.835	337.050	336.931
386.164	330.000	365.471	337.531	337.420
386.102	458.906	388.686	338.014	337.909
386.040	496.436	414.573	338.497	338.399
385.977	415.413	443.219	338.980	338.888
385.915	440.936	474.701	339.464	339.377
385.853	539.509	509.088	339.948	339.866
385.791	401.087	546.439	340.433	340.356
385.729	392.037	586.805	340.917	340.845
385.667	412.977	630.224	341.402	341.334
385.605	299.509	676.726	341.887	341.823
385.543	379.976	726.331	342.372	342.313
385.481	392.544	779.046	342.857	342.802
385.419	312.267	834.871	343.342	343.291
385.357	620.426	893.791	343.828	343.781
385.295	563.513	955.785	344.313	344.270
385.232	939.710	1020.819	344.799	344.759
385.170	1035.522	1088.851	345.285	345.248
385.108	1131.534	1159.829	345.771	345.737
385.046	1040.064	1233.691	346.257	346.227
384.984	1053.868	1310.369	346.743	346.716
384.922	896.036	1389.786	347.229	347.205
384.860	638.491	1471.858	347.715	347.695
384.798	623.411	1556.495	348.201	348.184
384.736	356.595	1643.603	348.687	348.673
384.674	358.886	1733.081	349.174	349.162
384.612	658.614	1824.825	349.660	349.651
384.550	877.443	1918.732	350.147	350.141
384.488	1440.127	2014.691	350.634	350.630
384.425	1762.878	2112.597	351.121	351.119
384.363	1918.440	2212.340	351.607	351.609
384.301	2092.612	2313.815	352.094	352.098
384.239	2104.462	2416.918	352.582	352.587
384.177	1777.492	2521.548	353.069	353.076
384.115	1413.130	2627.609	353.556	353.565
384.053	946.595	2735.009	354.043	354.055
383.991	492.133	2843.665	354.531	354.544
383.929	380.043	2953.497	355.018	355.033
383.867	718.856	3064.437	355.506	355.523
383.805	1085.784	3176.421	355.994	356.012
383.743	1761.636	3289.397	356.481	356.501
383.680	2686.482	3403.321	356.969	356.990
383.618	3267.395	3518.161	357.457	357.479
383.556	3551.502	3633.893	357.945	357.969
383.494	3687.025	3750.505	358.434	358.458
383.432	3333.521	3867.995	358.922	358.947
383.370	2748.403	3986.372	359.410	359.437
383.308	1860.502	4105.657	359.898	359.926
383.246	1310.711	4225.879	360.387	360.415
383.184	806.209	4347.079	360.875	360.904
383.122	614.172	4469.310	361.364	361.393
383.060	968.834	4592.630	361.852	361.883
382.998	1650.400	4717.109	362.341	362.372
382.936	2881.163	4842.826	362.830	362.861
382.873	3958.897	4969.866	363.319	363.351
382.811	4993.326	5098.321	363.807	363.840
382.749	5476.888	5228.289	364.296	364.329
382.687	5335.591	5359.874	364.785	364.818
382.625	4928.642	5493.184	365.274	365.307
382.563	3837.049	5628.330	365.763	365.797
382.501	2941.814	5765.423	366.252	366.286
382.439	1613.872	5904.578	366.741	366.775
382.377	891.010	6045.908	367.230	367.265
382.315	711.864	6189.526	367.719	367.754
382.253	1428.811	6335.542	368.208	368.243
382.191	2335.641	6484.063	368.697	368.732
382.128	3966.358	6635.190	369.186	369.221
382.066	5405.066	6789.022	369.675	369.711
382.004	6728.962	6945.648	370.165	370.200
381.942	7206.039	7105.154	370.654	370.689
381.880	7044.143	7267.615	371.143	371.179
381.818	6037.576	7433.099	371.632	371.668
381.756	4839.945	7601.665	372.121	372.157
381.694	3210.508	7773.361	372.610	372.646
381.632	1809.910	7948.226	373.099	373.135
381.570	1071.706	8126.290	373.589	373.625
381.508	942.364	8307.571	374.078	374.114
381.446	1927.378	8492.078	374.567	374.603
381.383	3335.317	8679.808	375.056	375.093
381.321	5399.251	8870.749	375.545	375.582
381.259	7186.170	9064.880	376.034	376.071
381.197	8739.419	9262.170	376.523	376.560
381.135	9072.879	9462.580	377.013	377.049
381.073	9138.456	9666.062	377.502	377.539
381.011	7603.586	9872.563	377.991	378.028
380.949	5820.707	10082.023	378.480	378.517
380.887	3625.481	10294.375	378.969	379.007
380.825	1923.298	10509.552	379.459	379.496
380.763	1025.402	10727.481	379.948	379.985
380.701	1176.913	10948.090	380.437	380.474
380.639	2479.676	11171.304	380.926	380.963
380.576	4449.009	11397.053	381.416	381.453
380.514	7084.541	11625.267	381.905	381.942
380.452	9372.141	11855.881	382.394	382.431
380.390	11290.787	12088.835	382.884	382.921
380.328	11834.094	12324.076	383.373	383.410
380.266	11629.774	12561.561	383.862	383.899
380.204	9781.703	12801.253	384.352	384.388
380.142	6829.248	13043.130	384.841	384.877
380.080	4109.082	13287.178	385.331	385.367
380.018	2100.300	13533.400	385.821	385.856
379.956	1199.457	13781.809	386.310	386.345
379.894	1828.348	14032.437	386.800	386.835
379.831	3499.912	14285.328	387.290	387.324
379.769	6357.130	14540.545	387.779	387.813
379.707	9774.609	14798.167	388.269	388.302
379.645	12469.352	15058.289	388.759	388.791
379.583	15017.623	15321.023	389.249	389.281
379.521	15070.041	15586.500	389.739	389.770
379.459	14073.465	15854.866	390.229	390.259
379.397	11549.738	16126.283	390.719	390.749
379.335	8024.822	16400.930	391.209	391.238
379.273	4928.384	16678.999	391.699	391.727
379.211	2248.068	16960.698	392.189	392.216
379.149	1627.930	17246.245	392.679	392.705
379.087	2412.181	17535.873	393.170	393.195
379.024	5098.167	17829.819	393.660	393.684
378.962	9173.716	18128.334	394.150	394.173
378.900	13779.728	18431.670	394.640	394.663
378.838	17397.558	18740.086	395.131	395.152
378.776	19672.067	19053.843	395.621	395.641
378.714	20594.533	19373.200	396.112	396.130
378.652	18294.365	19698.414	396.602	396.619
378.590	14451.264	20029.738	397.093	397.109
378.528	9486.129	20367.415	397.583	397.598
378.466	5300.297	20711.681	398.074	398.087
378.404	2562.767	21062.756	398.564	398.577
378.342	1817.475	21420.847	399.055	399.066
378.279	3175.046	21786.144	399.546	399.555
378.217	6797.298	22158.815	400.036	400.044
378.155	11942.312	22539.006	400.527	400.533
378.093	17188.674	22926.838	401.017	401.023
378.031	21464.587	23322.405	401.508	401.512
377.969	23918.791	23725.773	401.998	402.001
377.907	23978.303	24136.976	402.489	402.491
377.845	20174.252	24556.013	402.980	402.980
377.783	15943.249	24982.854	403.470	403.469
377.721	10113.778	25417.427	403.961	403.958
377.659	5389.660	25859.627	404.451	404.448
377.597	2507.945	26309.311	404.942	404.937
377.535	2091.541	26766.296	405.432	405.426
377.472	4555.962	27230.360	405.923	405.915
377.410	9476.570	27701.245	406.413	406.405
377.348	15631.802	28178.649	406.903	406.894
377.286	21727.178	28662.235	407.394	407.383
377.224	26801.722	29151.628	407.884	407.872
377.162	28831.178	29646.415	408.374	408.362
377.100	28033.757	30146.146	408.865	408.851
377.038	24112.072	30650.340	409.355	409.340
376.976	17435.013	31158.479	409.845	409.829
376.914	11236.689	31670.019	410.335	410.319
376.852	6006.575	32184.384	410.826	410.808
376.790	2676.758	32700.974	411.316	411.297
376.727	2719.503	33219.164	411.806	411.786
376.665	5997.067	33738.310	412.296	412.276
376.603	11514.734	34257.749	412.786	412.765
376.541	19775.773	34776.804	413.276	413.254
376.479	27481.468	35294.788	413.766	413.743
376.417	33192.348	35811.005	414.256	414.233
376.355	34603.329	36324.754	414.746	414.722
376.293	33275.480	36835.335	415.236	415.211
376.231	28025.159	37342.049	415.726	415.700
376.169	20471.764	37844.204	416.216	416.190
376.107	12796.693	38341.118	416.705	416.679
376.045	5880.134	38832.121	417.195	417.168
375.983	2762.192	39316.560	417.685	417.657
375.920	3861.132	39793.802	418.175	418.147
375.858	9194.315	40263.238	418.665	418.636
375.796	18243.453	40724.281	419.154	419.125
375.734	28154.238	41176.376	419.644	419.614
375.672	37288.329	41619.000	420.134	420.104
375.610	43431.669	42051.659	420.623	420.593
375.548	45081.935	42473.899	421.113	421.082
375.486	41599.359	42885.301	421.603	421.571
375.424	34052.829	43285.486	422.092	422.061
375.362	23456.980	43674.115	422.582	422.550
375.300	13571.226	44050.891	423.071	423.039
375.238	6025.287	44415.556	423.561	423.528
375.175	3046.107	44767.899	424.051	424.018
375.113	5136.662	45107.746	424.540	424.507
375.051	11119.325	45434.969	425.030	424.996
374.989	20373.555	45749.480	425.519	425.485
374.927	30063.569	46051.231	426.008	425.975
374.865	38632.042	46340.212	426.498	426.464
374.803	43364.411	46616.454	426.987	426.953
374.741	44602.322	46880.021	427.477	427.442
374.679	40074.892	47131.011	427.966	427.932
374.617	32368.969	47369.555	428.456	428.421
374.555	21880.046	47595.810	428.945	428.910
374.493	12610.950	47809.962	429.434	429.399
374.431	5596.111	48012.218	429.924	429.889
374.368	3215.078	48202.806	430.413	430.378
374.306	6277.988	48381.969	430.902	430.867
374.244	13773.615	48549.966	431.391	431.356
374.182	25402.402	48707.062	431.881	431.846
374.120	36763.159	48853.531	432.370	432.335
374.058	45971.027	48989.649	432.859	432.824
373.996	50907.606	49115.690	433.348	433.313
373.934	50277.369	49231.924	433.837	433.803
373.872	44229.392	49338.613	434.327	434.292
373.810	35046.808	49436.010	434.816	434.781
373.748	22232.468	49524.349	435.305	435.270
373.686	12353.708	49603.850	435.794	435.760
373.623	5278.781	49674.710	436.283	436.249
373.561	3526.125	49737.106	436.772	436.738
373.499	7276.276	49791.186	437.261	437.227
373.437	15120.692	49837.071	437.750	437.717
373.375	25382.227	49874.854	438.239	438.206
373.313	36960.712	49904.594	438.728	438.695
373.251	43772.515	49926.317	439.217	439.184
373.189	48424.302	49940.018	439.706	439.674
373.127	46185.420	49945.654	440.194	440.163
373.065	39835.488	49943.150	440.683	440.652
373.003	30567.148	49932.392	441.172	441.141
372.941	19908.757	49913.235	441.661	441.631
372.878	10228.716	49885.497	442.150	442.120
372.816	4353.598	49848.966	442.638	442.609
372.754	3641.553	49803.393	443.127	443.098
372.692	7517.740	49748.504	443.616	443.588
372.630	16224.550	49683.994	444.104	444.077
372.568	26688.767	49609.532	444.593	444.566
372.506	37614.039	49524.762	445.081	445.055
372.444	45645.136	49429.311	445.570	445.545
372.382	48330.223	49322.785	446.058	446.034
372.320	47072.306	49204.775	446.547	446.523
372.258	39589.721	49074.862	447.035	447.012
372.196	30032.325	48932.620	447.524	447.502
372.134	19379.454	48777.618	448.012	447.991
372.071	9389.856	48609.425	448.501	448.480
372.009	4263.170	48427.613	448.989	448.969
371.947	4058.232	48231.763	449.477	449.459
371.885	8795.917	48021.466	449.966	449.948
371.823	18156.378	47796.332	450.454	450.437
371.761	28834.928	47555.986	450.942	450.926
371.699	38524.770	47300.079	451.430	451.416
371.637	45794.183	47028.289	451.919	451.905
371.575	45819.871	46740.324	452.407	452.394
371.513	43797.485	46435.926	452.895	452.884
371.451	35907.391	46114.874	453.383	453.373
371.389	25715.618	45776.989	453.871	453.862
371.326	16147.014	45422.132	454.360	454.351
371.264	7636.336	45050.212	454.848	454.841
371.202	3630.381	44661.184	455.336	455.330
371.140	4088.318	44255.055	455.824	455.819
371.078	9003.572	43831.881	456.312	456.308
371.016	17402.217	43391.772	456.800	456.798
370.954	27821.853	42934.890	457.289	457.287
370.892	36901.466	42461.451	457.777	457.776
370.830	43198.186	41971.729	458.265	458.265
370.768	43793.914	41466.047	458.753	458.755
370.706	40836.510	40944.784	459.241	459.244
370.644	32990.875	40408.373	459.729	459.733
370.582	22811.332	39857.298	460.217	460.222
370.519	13329.697	39292.092	460.705	460.712
370.457	6259.410	38713.338	461.193	461.201
370.395	2893.980	38121.665	461.682	461.690
370.333	3886.783	37517.745	462.170	462.179
370.271	7772.806	36902.293	462.658	462.669
370.209	14866.566	36276.060	463.146	463.158
370.147	21969.467	35639.834	463.634	463.647
370.085	28322.615	34994.434	464.122	464.136
370.023	32009.179	34340.708	464.611	464.626
369.961	31954.077	33679.526	465.099	465.115
369.899	28320.468	33011.781	465.587	465.604
369.837	23339.571	32338.382	466.075	466.093
369.774	15323.230	31660.250	466.564	466.583
369.712	9091.750	30978.315	467.052	467.072
369.650	4024.218	30293.511	467.540	467.561
369.588	2354.587	29606.771	468.028	468.050
369.526	3910.282	28919.028	468.517	468.540
369.464	6981.788	28231.202	469.005	469.029
369.402	12487.061	27544.206	469.494	469.518
369.340	17671.244	26858.934	469.982	470.007
369.278	22340.817	26176.262	470.471	470.497
369.216	24003.446	25497.044	470.959	470.986
369.154	22895.002	24822.108	471.448	471.475
369.092	20496.101	24152.251	471.936	471.964
369.030	15846.996	23488.242	472.425	472.454
368.967	10615.552	22830.811	472.913	472.943
368.905	5990.051	22180.653	473.402	473.432
368.843	2943.250	21538.426	473.891	473.921
368.781	1827.815	20904.745	474.379	474.411
368.719	2753.304	20280.182	474.868	474.900
368.657	5592.978	19665.267	475.357	475.389
368.595	9201.765	19060.485	475.846	475.878
368.533	13263.685	18466.276	476.335	476.368
368.471	16485.236	17883.034	476.824	476.857
368.409	18200.065	17311.108	477.313	477.346
368.347	16712.138	16750.800	477.802	477.835
368.285	15046.092	16202.369	478.291	478.325
368.222	11569.324	15666.028	478.780	478.814
368.160	7394.369	15141.947	479.269	479.303
368.098	4207.469	14630.254	479.758	479.792
368.036	2142.032	14131.038	480.247	480.282
367.974	1447.978	13644.346	480.736	480.771
367.912	2295.556	13170.188	481.226	481.260
367.850	4186.650	12708.542	481.715	481.749
367.788	6852.920	12259.349	482.204	482.239
367.726	9481.712	11822.520	482.694	482.728
367.664	10904.424	11397.938	483.183	483.217
367.602	11739.119	10985.460	483.673	483.706
367.540	11065.245	10584.919	484.162	484.196
367.478	8971.273	10196.126	484.652	484.685
367.415	6662.439	9818.874	485.141	485.174
367.353	4194.003	9452.941	485.631	485.663
367.291	2407.100	9098.088	486.121	486.153
367.229	1278.151	8754.070	486.610	486.642
367.167	877.156	8420.628	487.100	487.131
367.105	1678.954	8097.500	487.589	487.620
367.043	2939.536	7784.420	488.079	488.110
366.981	4262.429	7481.118	488.569	488.599
366.919	5654.640	7187.325	489.058	489.088
366.857	6526.955	6902.775	489.548	489.577
366.795	6543.325	6627.204	490.038	490.067
366.733	6309.851	6360.354	490.527	490.556
366.670	5123.635	6101.974	491.017	491.045
366.608	3626.667	5851.820	491.507	491.534
366.546	2347.134	5609.658	491.996	492.024
366.484	1420.260	5375.262	492.486	492.513
366.422	864.083	5148.419	492.975	493.002
366.360	838.130	4928.925	493.465	493.491
366.298	1086.534	4716.589	493.954	493.981
366.236	2039.149	4511.231	494.444	494.470
366.174	2640.837	4312.683	494.933	494.959
366.112	3134.012	4120.789	495.422	495.448
366.050	3417.686	3935.402	495.912	495.938
365.988	3489.653	3756.389	496.401	496.427
365.925	2971.787	3583.626	496.890	496.916
365.863	2381.772	3417.000	497.380	497.405
365.801	1876.605	3256.404	497.869	497.895
365.739	1225.649	3101.742	498.358	498.384
365.677	727.620	2952.926	498.847	498.873
365.615	493.292	2809.871	499.336	499.362
365.553	497.001	2672.500	499.825	499.852
365.491	822.646	2540.740	500.314	500.341
365.429	1080.158	2414.520	500.803	500.830
365.367	1487.262	2293.772	501.292	501.319
365.305	1697.042	2178.429	501.781	501.809
365.243	1785.855	2068.424	502.270	502.298
365.181	1729.812	1963.688	502.759	502.787
365.118	1623.815	1864.152	503.249	503.277
365.056	1194.254	1769.741	503.738	503.766
364.994	842.739	1680.381	504.227	504.255
364.932	674.766	1595.987	504.716	504.744
364.870	387.091	1516.475	505.206	505.234
364.808	502.735	1441.751	505.695	505.723
364.746	397.081	1371.716	506.185	506.212
364.684	423.702	1306.264	506.674	506.701
364.622	696.848	1245.282	507.164	507.191
364.560	832.933	1188.649	507.654	507.680
364.498	1050.808	1136.237	508.144	508.169
364.436	942.803	1087.910	508.634	508.658
364.373	977.136	1043.526	509.125	509.148
364.311	939.821	1002.934	509.615	509.637
364.249	883.957	965.976	510.106	510.126
364.187	640.281	932.490	510.597	510.615
364.125	538.685	902.306	511.088	511.105
364.063	419.061	875.248	511.579	511.594
364.001	411.310	851.136	512.070	512.083
363.939	466.134	829.786	512.561	512.572
363.877	456.360	811.010	513.052	513.062
363.815	716.478	794.619	513.543	513.551
363.753	941.155	780.421	514.035	514.040
363.691	993.796	768.223	514.526	514.529
363.629	1150.478	757.834	515.016	515.019
363.566	1140.385	749.063	515.507	515.508
363.504	1022.389	741.721	515.997	515.997
363.442	894.253	735.624	516.487	516.486
363.380	717.168	730.589	516.976	516.976
363.318	586.846	726.443	517.464	517.465
363.256	378.964	723.015	517.952	517.954
363.194	441.877	720.143	518.438	518.443
363.132	377.929	717.672	518.924	518.933
363.070	452.198	715.457	519.409	519.422
363.008	555.358	713.361	519.892	519.911
362.946	682.256	711.257	520.375	520.400
362.884	836.509	709.030	520.856	520.890
362.821	747.240	706.573	521.337	521.379
362.759	568.979	703.792	521.816	521.868
362.697	594.650	700.603	522.295	522.357
362.635	537.116	696.934	522.772	522.847
362.573	574.584	692.724	523.250	523.336
362.511	310.473	687.921	523.726	523.825
362.449	341.008	682.487	524.203	524.314
362.387	351.498	676.393	524.679	524.804
362.325	398.051	669.621	525.155	525.293
362.263	345.363	662.163	525.632	525.782
362.201	322.246	654.021	526.108	526.271
362.139	420.324	645.208	526.584	526.761
362.077	397.951	635.742	527.061	527.250
362.014	402.496	625.653	527.538	527.739
361.952	378.379	614.977	528.016	528.228
361.890	592.164	603.759	528.494	528.718
361.828	283.834	592.048	528.972	529.207
361.766	308.503	579.901	529.450	529.696
361.704	364.477	567.377	529.929	530.185
361.642	313.100	554.543	530.408	530.675
361.580	318.584	541.466	530.888	531.164
361.518	366.502	528.216	531.367	531.653
361.456	337.314	514.867	531.847	532.142
361.394	456.934	501.492	532.328	532.632
361.332	378.496	488.164	532.808	533.121
361.269	309.175	474.955	533.289	533.610
361.207	500.171	461.936	533.770	534.099
361.145	336.546	449.178	534.251	534.589
361.083	458.705	436.745	534.733	535.078
361.021	432.123	424.701	535.214	535.567
360.959	426.942	413.104	535.696	536.056
360.897	350.772	402.008	536.178	536.546
360.835	426.513	391.464	536.660	537.035
360.773	418.280	381.515	537.142	537.524
360.711	386.116	372.200	537.624	538.013
360.649	319.884	363.551	538.107	538.503
360.587	374.735	355.595	538.589	538.992
360.525	489.454	348.353	539.072	539.481
360.462	421.297	341.838	539.555	539.970
360.400	316.549	336.059	540.039	540.460
360.338	350.173	331.017	540.523	540.949
360.276	433.735	326.709	541.009	541.438
360.214	444.375	323.126	541.497	541.927
360.152	361.689	320.252	541.993	542.417
360.090	408.603	318.070	542.513	542.906
360.028	386.347	316.667	543.557	543.395
359.966	335.224	323.423	546.424	543.884
359.904	421.390	331.710	546.962	544.374
359.842	532.065	340.220	547.459	544.863
359.780	334.711	348.860	547.947	545.352
359.717	422.129	357.548	548.432	545.841
359.655	415.192	366.200	548.914	546.331
359.593	320.175	374.734	549.395	546.820
359.531	362.260	383.073	549.875	547.309
359.469	295.780	391.141	550.354	547.798
359.407	402.883	398.866	550.833	548.288
359.345	358.516	406.181	551.310	548.777
359.283	449.312	413.024	551.787	549.266
359.221	253.969	419.339	552.262	549.755
359.159	297.650	425.076	552.737	550.245
359.097	378.937	430.190	553.211	550.734
359.035	409.899	434.646	553.684	551.223
358.972	208.905	438.412	554.156	551.713
358.910	433.974	441.466	554.626	552.202
358.848	365.395	443.794	555.094	552.691
358.786	302.498	445.389	555.561	553.180
358.724	382.689	446.251	556.025	553.669
358.662	390.562	446.388	556.488	554.159
358.600	319.716	445.817	556.947	554.648
358.538	345.302	444.561	557.403	555.137
358.476	353.987	442.653	557.855	555.627
358.414	353.425	440.132	558.302	556.116
358.352	390.799	437.044	558.744	556.605
358.290	353.748	433.447	559.179	557.094
358.228	466.442	429.403	559.606	557.583
358.165	277.831	424.986	560.023	558.073
358.103	358.909	420.278	560.429	558.562
358.041	400.292	415.371	560.821	559.051
357.979	408.363	410.368	561.198	559.541
357.917	329.114	405.378	561.558	560.030
357.855	372.166	400.514	561.903	560.519
357.793	267.907	395.878	562.235	561.008
357.731	297.568	391.550	562.559	561.497
357.669	346.588	387.574	562.885	561.987
357.607	324.570	383.960	563.219	562.476
357.545	313.477	380.685	563.565	562.965
357.483	425.948	377.712	563.928	563.455
357.420	363.435	375.003	564.306	563.944
357.358	396.779	372.528	564.699	564.433
357.296	338.214	370.262	565.104	564.922
357.234	446.177	368.193	565.520	565.411
357.172	317.823	366.313	565.945	565.901
357.110	355.167	364.619	566.377	566.390
357.048	387.780	363.114	566.814	566.879
356.986	317.869	361.801	567.257	567.369
356.924	345.150	360.684	567.703	567.858
356.862	321.793	359.767	568.152	568.347
356.800	441.200	359.054	568.603	568.836
356.738	393.645	358.548	569.056	569.325
356.676	390.783	358.251	569.510	569.815
356.613	310.074	358.162	569.965	570.304
356.551	273.045	358.279	570.420	570.793
356.489	400.149	358.600	570.874	571.283
356.427	345.782	359.119	571.328	571.772
356.365	348.287	359.830	571.781	572.261
356.303	319.243	360.725	572.231	572.750
356.241	468.738	361.795	572.679	573.239
356.179	321.588	363.031	573.123	573.729
356.117	259.973	364.423	573.562	574.218
356.055	399.732	365.962	573.994	574.707
355.993	456.075	367.640	574.418	575.197
355.931	296.709	369.453	574.831	575.686
355.868	451.874	371.399	575.229	576.175
355.806	252.513	373.487	575.607	576.664
355.744	336.536	375.736	575.959	577.153
355.682	428.370	378.179	576.280	577.643
355.620	412.754	380.861	576.566	578.132
355.558	491.288	383.827	576.823	578.621
355.496	355.948	387.090	577.068	579.111
355.434	317.019	390.598	577.326	579.600
355.372	510.676	394.248	577.612	580.089
355.310	420.411	397.912	577.933	580.578
355.248	434.211	401.476	578.285	581.067
355.186	427.757	404.846	578.663	581.557
355.124	323.650	407.953	579.061	582.046
355.061	371.663	410.742	579.473	582.535
354.999	292.690	413.173	579.897	583.025
354.937	425.673	415.216	580.329	583.514
354.875	470.728	416.850	580.767	584.003
354.813	318.677	418.060	581.210	584.492
354.751	313.785	418.838	581.656	584.981
354.689	325.678	419.181	582.105	585.471
354.627	377.569	419.090	582.555	585.960
354.565	397.849	418.573	583.006	586.449
354.503	363.830	417.641	583.457	586.939
354.441	393.028	416.309	583.907	587.428
354.379	408.115	414.597	584.355	587.917
354.316	262.812	412.529	584.801	588.406
354.254	528.010	410.133	585.243	588.895
354.192	415.204	407.438	585.679	589.385
354.130	373.638	404.481	586.107	589.874
354.068	375.733	401.303	586.522	590.363
354.006	366.544	397.951	586.920	590.853
353.944	421.723	394.485	587.292	591.342
353.882	377.685	390.983	587.623	591.831
353.820	410.236	387.558	587.895	592.320
353.758	305.864	384.371	588.089	592.809
353.696	333.748	381.615	588.221	593.299
353.634	282.284	379.401	588.357	593.788
353.572	351.597	377.675	588.559	594.277
353.509	364.062	376.306	588.837	594.767
353.447	368.884	375.192	589.172	595.256
353.385	382.556	374.271	589.547	595.745
353.323	383.780	373.515	589.947	596.234
353.261	295.613	372.908	590.364	596.723
353.199	388.241	372.443	590.793	597.213
353.137	469.053	372.117	591.231	597.702
353.075	308.942	371.929	591.674	598.191
353.013	477.214	371.879	592.121	598.681
352.951	351.314	371.964	592.572	599.170
352.889	276.283	372.185	593.025	599.659
352.827	353.031	372.537	593.480	600.148
352.764	365.167	373.018	593.935	600.637
352.702	379.059	373.624	594.392	601.127
352.640	378.641	374.349	594.849	601.616
352.578	352.664	375.189	595.306	602.105
352.516	332.541	376.135	595.763	602.595
352.454	440.296	377.180	596.219	603.084
352.392	349.747	378.316	596.675	603.573
352.330	427.604	379.535	597.130	604.062
352.268	439.500	380.826	597.585	604.551
352.206	314.568	382.180	598.039	605.041
352.144	425.799	383.586	598.491	605.530
352.082	373.724	385.036	598.942	606.019
352.019	337.835	386.517	599.393	606.509
351.957	558.465	388.020	599.841	606.998
351.895	397.937	389.534	600.289	607.487
351.833	298.979	391.049	600.735	607.976
351.771	284.886	392.553	601.180	608.465
351.709	291.807	394.038	601.623	608.955
351.647	388.198	395.492	602.065	609.444
351.585	371.956	396.905	602.506	609.933
351.523	308.002	398.268	602.946	610.423
351.461	500.327	399.571	603.385	610.912
351.399	337.847	400.804	603.823	611.401
351.337	357.398	401.957	604.261	611.890
351.275	447.584	403.021	604.698	612.379
351.212	337.927	403.987	605.135	612.869
351.150	236.331	404.847	605.573	613.358
351.088	405.728	405.592	606.011	613.847
351.026	377.898	406.214	606.449	614.337
350.964	417.968	406.707	606.888	614.826
350.902	404.361	407.066	607.328	615.315
350.840	438.890	407.285	607.769	615.804
350.778	279.189	407.362	608.211	616.294
350.716	430.584	407.294	608.653	616.783
350.654	312.696	407.081	609.097	617.272
350.592	368.116	406.725	609.541	617.761
350.530	488.458	406.227	609.986	618.251
350.467	282.481	405.593	610.432	618.740
350.405	336.095	404.829	610.877	619.229
350.343	347.196	403.943	611.323	619.718
350.281	323.329	402.944	611.768	620.208
350.219	402.631	401.844	612.212	620.697
350.157	345.208	400.656	612.654	621.186
350.095	295.592	399.394	613.094	621.675
350.033	406.218	398.074	613.531	622.165
349.971	490.011	396.715	613.964	622.654
349.909	241.565	395.336	614.393	623.143
349.847	421.759	393.961	614.815	623.632
349.785	420.942	392.614	615.230	624.122
349.723	393.541	391.321	615.637	624.611
349.660	424.026	390.115	616.034	625.100
349.598	405.323	389.025	616.421	625.589
349.536	409.803	388.087	616.799	626.079
349.474	311.900	387.332	617.169	626.568
349.412	408.331	386.789	617.534	627.057
349.350	457.864	386.479	617.898	627.546
349.288	296.440	386.412	618.266	628.036
349.226	542.238	386.589	618.642	628.525
349.164	472.624	387.004	619.029	629.014
349.102	214.262	387.642	619.427	629.503
349.040	485.432	388.489	619.838	629.993
348.978	508.841	389.527	620.260	630.482
348.915	255.332	390.741	620.693	630.971
348.853	412.344	392.116	621.136	631.460
348.791	395.661	393.637	621.587	631.950
348.729	434.574	395.292	622.045	632.439
348.667	490.209	397.068	622.509	632.928
348.605	411.075	398.954	622.979	633.417
348.543	307.340	400.937	623.453	633.907
348.481	274.658	403.006	623.931	634.396
348.419	350.852	405.150	624.412	634.885
348.357	315.263	407.357	624.896	635.374
348.295	557.712	409.615	625.383	635.864
348.233	324.654	411.913	625.871	636.353
348.171	371.568	414.237	626.362	636.842
348.108	317.296	416.577	626.854	637.331
348.046	385.001	418.919	627.348	637.821
347.984	393.217	421.252	627.843	638.310
347.922	465.611	423.564	628.338	638.799
347.860	367.237	425.842	628.835	639.288
347.798	451.439	428.075	629.332	639.778
347.736	409.193	430.252	629.830	640.267
347.674	285.123	432.361	630.328	640.756
347.612	358.186	434.393	630.827	641.245
347.550	260.666	436.336	631.326	641.735
347.488	297.031	438.183	631.825	642.224
347.426	283.440	439.923	632.325	642.713
347.363	432.516	441.550	632.825	643.202
347.301	384.982	443.056	633.324	643.692
347.239	449.785	444.435	633.824	644.181
347.177	455.580	445.682	634.325	644.670
347.115	366.406	446.792	634.825	645.159
347.053	503.192	447.764	635.325	645.649
346.991	420.581	448.593	635.825	646.138
346.929	348.226	449.280	636.325	646.627
346.867	267.161	449.823	636.825	647.116
346.805	452.114	450.225	637.325	647.606
346.743	287.449	450.486	637.825	648.095
346.681	381.965	450.610	638.325	648.584
346.618	385.742	450.600	638.825	649.073
346.556	419.646	450.462	639.325	649.563
346.494	477.334	450.200	639.825	650.052
346.432	444.709	449.822	640.325	650.541
346.370	432.391	449.334	640.824	651.030
346.308	448.872	448.744	641.324	651.520
346.246	543.141	448.061	641.824	652.009
346.184	497.497	447.293	642.324	652.498
346.122	375.307	446.450	642.823	652.987
