FLMT09758_1:101		
180.403	0.99	
180.624	0.99	
180.845	0.99	
181.066	-14.32	
181.287	-32.69	
181.509	3.29	
181.73	17.45	
181.951	-19.68	
182.172	5.96	
182.393	2.9	
182.614	18.59	
182.835	-13.17	
183.056	-30.4	
183.277	-31.16	
183.498	0.99	
183.719	15.92	
183.94	29.31	
184.161	7.11	
184.382	28.93	
184.603	9.03	
184.824	20.13	
185.045	62.99	
185.266	-1.69	
185.487	-6.28	
185.708	10.56	
185.929	30.84	
186.15	11.71	
186.37	48.83	
186.591	30.08	
186.812	18.98	
187.033	-5.9	
187.254	-4.75	
187.475	53.42	
187.695	5.96	
187.916	67.59	
188.137	-13.94	
188.358	7.88	
188.578	54.57	
188.799	35.05	
189.02	35.05	
189.24	20.51	
189.461	-6.67	
189.682	50.36	
189.902	7.11	
190.123	30.46	
190.344	9.41	
190.564	5.58	
190.785	18.59	
191.006	-5.14	
191.226	6.73	
191.447	10.56	
191.667	34.67	
191.888	49.98	
192.108	-5.14	
192.329	22.81	
192.549	22.42	
192.77	50.75	
192.99	54.96	
193.211	3.29	
193.431	15.92	
193.652	-8.58	
193.872	-7.43	
194.092	-8.2	
194.313	3.29	
194.533	9.79	
194.754	16.3	
194.974	76.77	
195.194	33.9	
195.415	-7.05	
195.635	27.78	
195.855	34.29	
196.076	2.52	
196.296	30.08	
196.516	12.09	
196.736	42.32	
196.957	-11.26	
197.177	39.26	
197.397	18.21	
197.617	44.24	
197.838	23.57	
198.058	9.79	
198.278	27.78	
198.498	29.69	
198.718	3.67	
198.938	-21.21	
199.158	17.83	
199.379	20.89	
199.599	25.87	
199.819	35.82	
200.039	-8.2	
200.259	5.58	
200.479	-9.35	
200.699	60.7	
200.919	-5.9	
201.139	38.88	
201.359	22.04	
201.579	20.51	
201.799	-2.46	
202.019	5.58	
202.239	-6.67	
202.459	5.58	
202.679	46.92	
202.899	22.81	
203.118	53.81	
203.338	41.18	
203.558	-0.92	
203.778	39.65	
203.998	23.19	
204.218	30.08	
204.438	15.53	
204.657	44.62	
204.877	45.77	
205.097	26.25	
205.317	15.92	
205.536	9.03	
205.756	-5.52	
205.976	5.96	
206.196	14.77	
206.415	27.78	
206.635	-7.05	
206.855	41.56	
207.074	27.78	
207.294	-3.6	
207.514	28.93	
207.733	14	
207.953	45	
208.172	27.78	
208.392	9.03	
208.612	40.03	
208.831	16.3	
209.051	10.94	
209.27	-18.91	
209.49	31.23	
209.709	30.08	
209.929	-3.22	
210.148	10.94	
210.368	25.87	
210.587	11.71	
210.807	29.69	
211.026	35.44	
211.245	6.35	
211.465	41.18	
211.684	31.23	
211.904	36.58	
212.123	36.97	
212.342	28.55	
212.562	9.03	
212.781	47.68	
213	8.64	
213.22	-10.49	
213.439	63.76	
213.658	23.57	
213.877	11.71	
214.097	33.52	
214.316	24.72	
214.535	50.36	
214.754	16.3	
214.973	49.98	
215.193	36.97	
215.412	15.53	
215.631	6.35	
215.85	0.22	
216.069	11.32	
216.288	51.89	
216.507	-2.07	
216.727	6.35	
216.946	3.29	
217.165	16.3	
217.384	26.63	
217.603	-37.67	
217.822	43.47	
218.041	-15.85	
218.26	28.93	
218.479	9.41	
218.698	36.58	
218.917	33.14	
219.136	33.14	
219.355	24.72	
219.574	65.29	
219.792	21.27	
220.011	16.3	
220.23	24.34	
220.449	24.34	
220.668	52.66	
220.887	27.02	
221.106	10.17	
221.324	-3.22	
221.543	7.11	
221.762	61.46	
221.981	16.68	
222.2	45.39	
222.418	1.75	
222.637	45.39	
222.856	14	
223.075	54.96	
223.293	19.36	
223.512	13.24	
223.731	7.11	
223.949	22.81	
224.168	37.73	
224.387	51.13	
224.605	26.25	
224.824	5.96	
225.042	32.37	
225.261	38.11	
225.48	23.95	
225.698	20.13	
225.917	4.82	
226.135	28.93	
226.354	15.15	
226.572	15.15	
226.791	-14.7	
227.009	17.45	
227.228	-18.53	
227.446	29.31	
227.665	30.46	
227.883	33.14	
228.101	17.45	
228.32	8.26	
228.538	11.71	
228.757	26.25	
228.975	-8.58	
229.193	14	
229.412	22.42	
229.63	20.13	
229.848	20.89	
230.067	39.26	
230.285	41.56	
230.503	40.41	
230.721	32.37	
230.94	47.68	
231.158	9.41	
231.376	23.19	
231.594	11.32	
231.813	-1.69	
